depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peak,timing_info,timing_info_centered,interval_growth_rate,interval_growth_rate_centered,interval_total_growth,interval_total_growth_centered,interval_total_time_days
9.421834,0.027444566,64.73366,67201.83518,62831.92583,9103.313606,205.7790381,1.266888801,0.25757367,0.027444566,0.0,interval 0,2022-10-25 00:33:46,2022-10-25 01:20:21,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
9.850099,0.0,64.84274,67201.5415,62831.61412,8853.134009,211.8321605,1.086793783,0.280244148,0.0,0.0,interval 0,2022-10-25 00:06:48,2022-10-25 00:55:36,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
10.278364,0.009253815,64.95182,67201.24781,62831.30241,9003.241167,206.5519579,0.854354516,0.290216236,0.009253815,0.0,interval 0,2022-10-24 23:39:51,2022-10-25 00:30:52,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
10.706629,0.02470588,65.06088,67200.95413,62830.99071,8452.857066,223.7792749,2.96526573,0.24656852,0.02470588,0.0,interval 0,2022-10-24 23:12:53,2022-10-25 00:06:07,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
11.134894,0.01539359,65.17,67200.66045,62830.679,8152.657766,235.3358739,1.894949815,0.288948343,0.01539359,0.0,interval 0,2022-10-24 22:45:55,2022-10-24 23:41:22,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
11.56316,0.00470855,65.27912,67200.36677,62830.36729,8853.134009,208.532039,1.304155148,0.230651878,0.00470855,0.0,interval 0,2022-10-24 22:18:57,2022-10-24 23:16:37,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
11.991425,0.00952926,65.38832,67200.07309,62830.05558,8753.063572,218.1105818,1.539632844,0.222489384,0.00952926,0.0,interval 0,2022-10-24 21:51:59,2022-10-24 22:51:53,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
12.41969,0.009200625,65.49746,67199.7794,62829.74387,9053.277286,206.5317775,1.274170768,0.265374169,0.009200625,0.0,interval 0,2022-10-24 21:25:02,2022-10-24 22:27:08,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
12.847955,0.0104013129999999,65.60661,67199.48572,62829.43217,9203.386846,203.1515408,0.835044435,0.223599673,0.045224748,0.0,interval 0,2022-10-24 20:58:04,2022-10-24 22:02:23,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
13.27622,0.004793145,65.71576,67199.19204,62829.12046,8703.028654,220.0576211,1.770121543,0.278694032,0.004793145,0.0,interval 0,2022-10-24 20:31:06,2022-10-24 21:37:39,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
13.704485,0.023134814,65.82491,67198.89836,62828.80875,9003.241167,209.6726152,1.708722703,0.260551805,0.023134814,0.0,interval 0,2022-10-24 20:04:08,2022-10-24 21:12:54,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
14.132751,0.009761707,65.93393,67198.60468,62828.49704,8552.9251,224.5729923,1.126559057,0.252501343,0.009761707,0.0,interval 0,2022-10-24 19:37:10,2022-10-24 20:48:09,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
14.561016,0.01482341,66.04309,67198.31099,62828.18533,8452.857066,224.1423843,2.737162891,0.28955936,0.01482341,0.0,interval 0,2022-10-24 19:10:13,2022-10-24 20:23:24,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
14.989281,0.011040919,66.15223,67198.01731,62827.87362,7602.311103,249.2059966,2.803246785,0.280534299,0.011040919,0.0,interval 0,2022-10-24 18:43:15,2022-10-24 19:58:40,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
15.417546000000002,0.023966108,66.26138,67197.72363,62827.56192,8703.028654,216.5022953,1.327585847,0.283084047,0.023966108,0.0,interval 0,2022-10-24 18:16:17,2022-10-24 19:33:55,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
15.845811,0.004880834,66.37051,67197.42995,62827.25021,8552.9251,223.9856081,1.126559057,0.245796292,0.004880834,0.0,interval 0,2022-10-24 17:49:19,2022-10-24 19:09:10,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
16.274075999999997,0.0129321645,66.4797,67197.13627,62826.9385,8052.592935,237.3500927,0.71982829,0.228437367,0.041583554,0.0,interval 0,2022-10-24 17:22:21,2022-10-24 18:44:26,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
16.702341999999998,0.0,66.58884,67196.84258,62826.62679,8853.134009,211.7063894,1.304155148,0.269462831,0.0,0.0,interval 0,2022-10-24 16:55:24,2022-10-24 18:19:41,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
17.130606999999998,0.005197799,66.69801,67196.5489,62826.31508,8052.592935,236.3775036,1.439665219,0.216537422,0.005197799,0.0,interval 0,2022-10-24 16:28:26,2022-10-24 17:54:56,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
17.558872,0.009761707,66.80715,67196.25522,62826.00338,8552.9251,217.0740718,2.478459668,0.268146774,0.009761707,0.0,interval 0,2022-10-24 16:01:28,2022-10-24 17:30:11,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
17.987137,0.023134814,66.91634,67195.96154,62825.69167,9003.241167,210.414539,1.708722703,0.228770329,0.023134814,0.0,interval 0,2022-10-24 15:34:30,2022-10-24 17:05:27,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
18.415402,0.023682453,67.02549,67195.66786,62825.37996,8803.098691,210.6510651,1.093225291,0.277564524,0.023682453,0.0,interval 0,2022-10-24 15:07:32,2022-10-24 16:40:42,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
18.843667,0.016116824,67.13464,67195.37417,62825.06825,7802.43436,243.6640069,0.991982021,0.255782889,0.016116824,0.0,interval 0,2022-10-24 14:40:35,2022-10-24 16:15:57,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
19.271933,0.010672873,67.24378,67195.08049,62824.75654,7852.465674,234.5233954,1.478058621,0.285844714,0.010672873,0.0,interval 0,2022-10-24 14:13:37,2022-10-24 15:51:13,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
19.700198,0.005066199,67.35294,67194.78681,62824.44484,8252.723399,232.8986349,0.701603455,0.22265372,0.005066199,0.0,interval 0,2022-10-24 13:46:39,2022-10-24 15:26:28,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
20.128463,0.02354335,67.46214,67194.49313,62824.13313,7152.045485,264.9509823,2.445338456,0.344919132,0.02354335,0.0,interval 0,2022-10-24 13:19:41,2022-10-24 15:01:43,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
20.556728,0.025172071,67.57128,67194.19945,62823.82142,8302.756515,227.4638427,1.859193232,0.262747714,0.025172071,0.0,interval 0,2022-10-24 12:52:43,2022-10-24 14:36:58,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
20.984993,0.032451843,67.68043,67193.90576,62823.50971,7752.403245,247.0813902,1.747709096,0.304568131,0.032451843,0.0,interval 0,2022-10-24 12:25:46,2022-10-24 14:12:14,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
21.413258000000003,0.004653793,67.78957,67193.61208,62823.198,8953.205247,212.0734123,1.074155075,0.25354231,0.004653793,0.0,interval 0,2022-10-24 11:58:48,2022-10-24 13:47:29,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
21.841524,0.019288321,67.89873,67193.3184,62822.8863,8652.993936,218.9663378,1.335584236,0.284789561,0.019288321,0.0,interval 0,2022-10-24 11:31:50,2022-10-24 13:22:44,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
22.269789000000003,0.014466183,68.00791,67193.02472,62822.57459,8652.993936,221.4801301,1.558184725,0.264915752,0.014466183,0.0,interval 0,2022-10-24 11:04:52,2022-10-24 12:58:00,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
22.698054,0.013415435,68.11707,67192.73104,62822.26288,9303.460887,205.1239124,0.619283482,0.247721436,0.013415435,0.0,interval 0,2022-10-24 10:37:54,2022-10-24 12:33:15,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
23.126319,0.027923315,68.22623,67192.43735,62821.95117,8953.205247,209.4308454,0.859322341,0.268460323,0.027923315,0.0,interval 0,2022-10-24 10:10:57,2022-10-24 12:08:30,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
23.554584,0.009702539,68.33535,67192.14367,62821.63946,8602.959418,221.0067003,2.687391357,0.27318615,0.009702539,0.0,interval 0,2022-10-24 09:43:59,2022-10-24 11:43:45,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
23.982849,0.025821724,68.44454,67191.84999,62821.32775,8102.625251,233.6448034,2.383979769,0.257704816,0.025821724,0.0,interval 0,2022-10-24 09:17:01,2022-10-24 11:19:01,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
24.411115,0.027043094,68.55368,67191.55631,62821.01605,7752.403245,245.7802314,1.498033372,0.277324228,0.027043094,0.0,interval 0,2022-10-24 08:50:03,2022-10-24 10:54:16,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
24.83938,0.023405431,68.66283,67191.26263,62820.70434,8903.169528,214.5965353,0.648259896,0.259312378,0.023405431,0.0,interval 0,2022-10-24 08:23:05,2022-10-24 10:29:31,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
25.267645,0.009417138,68.77197,67190.96894,62820.39263,8853.134009,218.3149756,1.086793783,0.256525536,0.009417138,0.0,interval 0,2022-10-24 07:56:08,2022-10-24 10:04:47,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
25.69591,0.00952926,68.8811,67190.67526,62820.08092,8753.063572,219.5758943,1.539632844,0.248670575,0.00952926,0.0,interval 0,2022-10-24 07:29:10,2022-10-24 09:40:02,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
26.124175,0.018834427,68.99032,67190.38158,62819.76921,8853.134009,214.3484531,1.304155148,0.241432418,0.018834427,0.0,interval 0,2022-10-24 07:02:12,2022-10-24 09:15:17,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
26.55244,0.028759444,69.09947,67190.0879,62819.45751,8703.028654,215.0938756,2.655203557,0.256744484,0.028759444,0.0,interval 0,2022-10-24 06:35:14,2022-10-24 08:50:32,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
26.980706,0.00952926,69.20862,67189.79422,62819.1458,8753.063572,223.2734959,1.539632844,0.222489384,0.00952926,0.0,interval 0,2022-10-24 06:08:16,2022-10-24 08:25:48,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
27.408971,0.004496902,69.31776,67189.50053,62818.83409,9253.423767,199.308602,2.491097331,0.255291233,0.004496902,0.0,interval 0,2022-10-24 05:41:19,2022-10-24 08:01:03,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
27.837236,0.006064122,69.42695,67189.20685,62818.52238,6951.932637,272.129363,0.279933182,0.37203362,0.006064122,0.0,interval 0,2022-10-24 05:14:21,2022-10-24 07:36:18,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
28.265501,0.0180553855,69.53611,67188.91317,62818.21067,7902.497189,236.8255689,2.202417647,0.240258087,0.063615671,0.0,interval 0,2022-10-24 04:47:23,2022-10-24 07:11:34,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
28.693766,0.02140254,69.64526,67188.61949,62817.89897,9703.765061,195.1741196,1.185578794,0.258684276,0.02140254,0.0,interval 0,2022-10-24 04:20:25,2022-10-24 06:46:49,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
29.122031,0.029647175,69.7544,67188.32581,62817.58726,8452.857066,229.1302114,1.824760662,0.25335633,0.029647175,0.0,interval 0,2022-10-24 03:53:27,2022-10-24 06:22:04,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
29.550297,0.039529883,69.86354,67188.03212,62817.27555,8452.857066,225.6942222,2.280959952,0.257881582,0.039529883,0.0,interval 0,2022-10-24 03:26:30,2022-10-24 05:57:19,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
29.978562,0.033823095,69.97274,67187.73844,62816.96384,7452.220762,247.5109249,0.780661694,0.273554854,0.033823095,0.0,interval 0,2022-10-24 02:59:32,2022-10-24 05:32:35,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
30.406827,0.01539359,70.08188,67187.44476,62816.65213,8152.657766,232.9011156,1.421206677,0.277199703,0.01539359,0.0,interval 0,2022-10-24 02:32:34,2022-10-24 05:07:50,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
30.835092000000003,0.017276344,70.19101,67187.15108,62816.34043,7302.132223,260.617266,2.924253039,0.300555073,0.017276344,0.0,interval 0,2022-10-24 02:05:36,2022-10-24 04:43:05,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
31.263357,0.008844748,70.30016,67186.8574,62816.02872,9403.535729,194.0281644,1.633188392,0.257134805,0.008844748,0.0,interval 0,2022-10-24 01:38:38,2022-10-24 04:18:21,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
31.691622,0.023202141,70.40936,67186.56371,62815.71701,7252.10311,259.4844573,0.535525537,0.316013953,0.023202141,0.0,interval 0,2022-10-24 01:11:41,2022-10-24 03:53:36,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
32.119888,0.024404559,70.51849,67186.27003,62815.4053,8552.9251,219.159303,1.351873573,0.268146774,0.024404559,0.0,interval 0,2022-10-24 00:44:43,2022-10-24 03:28:51,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
32.548153000000006,0.01917281,70.62762,67185.97635,62815.09359,8703.028654,221.1152365,1.106319327,0.239185477,0.01917281,0.0,interval 0,2022-10-24 00:17:45,2022-10-24 03:04:06,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
32.976418,0.005520437,70.73677,67185.68267,62814.78188,7602.311103,248.7266863,1.019348196,0.313397817,0.005520437,0.0,interval 0,2022-10-23 23:50:47,2022-10-24 02:39:22,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
33.404683,0.015295534,70.84592,67185.38899,62814.47018,8202.690482,227.0936914,2.118243289,0.284772989,0.015295534,0.0,interval 0,2022-10-23 23:23:49,2022-10-24 02:14:37,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
33.832948,0.020524869,70.95513,67185.0953,62814.15847,8152.657766,232.1126961,1.658077772,0.263101645,0.020524869,0.0,interval 0,2022-10-23 22:56:52,2022-10-24 01:49:52,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
34.261213,0.034306292,71.06426,67184.80162,62813.84676,7352.161535,262.1562218,1.583637933,0.282699134,0.034306292,0.0,interval 0,2022-10-23 22:29:54,2022-10-24 01:25:08,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
34.689479000000006,0.021288677,71.17341,67184.50794,62813.53505,9003.241167,209.0544573,1.495129375,0.254195357,0.021288677,0.0,interval 0,2022-10-23 22:02:56,2022-10-24 01:00:23,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
35.117744,0.01473246,71.28255,67184.21426,62813.22334,8502.890983,221.3238148,1.586865967,0.319267931,0.01473246,0.0,interval 0,2022-10-23 21:35:58,2022-10-24 00:35:38,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
35.546009000000005,0.029465273,71.39167,67183.92058,62812.91164,8502.890983,229.7944377,1.813564732,0.292280526,0.029465273,0.0,interval 0,2022-10-23 21:09:00,2022-10-24 00:10:53,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
35.974274,0.031807072,71.50087,67183.62689,62812.59993,7902.497189,239.4803705,1.223555571,0.308227134,0.031807072,0.0,interval 0,2022-10-23 20:42:03,2022-10-23 23:46:09,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
36.402539,0.008560913,71.61002,67183.33321,62812.28822,9703.765061,197.9499935,0.59278584,0.229281455,0.008560913,0.0,interval 0,2022-10-23 20:15:05,2022-10-23 23:21:24,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
36.830804,0.015492911,71.71918,67183.03953,62811.97651,8102.625251,239.7898231,1.430376418,0.276623358,0.015492911,0.0,interval 0,2022-10-23 19:48:07,2022-10-23 22:56:39,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
37.25907,0.034244475,71.82833,67182.74585,62811.6648,9703.765061,199.6394964,1.383178026,0.215560743,0.034244475,0.0,interval 0,2022-10-23 19:21:09,2022-10-23 22:31:55,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
37.687335,0.020791444,71.93739,67182.45217,62811.3531,8052.592935,243.1207641,2.399461227,0.323645501,0.020791444,0.0,interval 0,2022-10-23 18:54:11,2022-10-23 22:07:10,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
38.1156,0.019887398,72.04653,67182.15848,62811.04139,8402.823349,236.1779989,1.83609564,0.27997406,0.019887398,0.0,interval 0,2022-10-23 18:27:14,2022-10-23 21:42:25,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
38.543865,0.024256638,72.15569,67181.8648,62810.72968,8602.959418,220.3907891,1.791579905,0.302067339,0.024256638,0.0,interval 0,2022-10-23 18:00:16,2022-10-23 21:17:40,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
38.97213,0.013800992,72.26483,67181.57112,62810.41797,9053.277286,210.1888718,1.06180685,0.296975243,0.013800992,0.0,interval 0,2022-10-23 17:33:18,2022-10-23 20:52:56,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
39.400395,0.021388931,72.37394,67181.27744,62810.10626,9353.498208,205.5303749,1.436977317,0.291147809,0.008893894,0.0,interval 0,2022-10-23 17:06:20,2022-10-23 20:28:11,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
39.828661,0.021288677,72.48309,67180.98376,62809.79456,9753.803984,198.0361247,1.965468073,0.278756525,0.021288677,0.0,interval 0,2022-10-23 16:39:22,2022-10-23 20:03:26,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
40.256926,0.021781568,72.59231,67180.69007,62809.48285,7702.372331,249.5630425,2.01097407,0.269236898,0.021781568,0.0,interval 0,2022-10-23 16:12:25,2022-10-23 19:38:42,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
40.685191,0.021489185,72.70147,67180.39639,62809.17114,7802.43436,249.4104394,0.743985028,0.297603674,0.021489185,0.0,interval 0,2022-10-23 15:45:27,2022-10-23 19:13:57,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
41.113456,0.023682453,72.81061,67180.10271,62808.85943,8803.098691,216.7248571,0.655932551,0.268888481,0.023682453,0.0,interval 0,2022-10-23 15:18:29,2022-10-23 18:49:12,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
41.541721,0.0220084675,72.91973,67179.80903,62808.54772,7752.403245,249.2508452,2.496742261,0.304568131,0.032451843,0.0,interval 0,2022-10-23 14:51:31,2022-10-23 18:24:27,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
41.969986,0.02254855,73.02889,67179.51535,62808.23601,7452.220762,258.8029789,1.561332756,0.35616025,0.02254855,0.0,interval 0,2022-10-23 14:24:33,2022-10-23 17:59:43,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
42.398252,0.037718233,73.1381,67179.22166,62807.92431,9903.921953,191.7862067,1.160745454,0.235993456,0.037718233,0.0,interval 0,2022-10-23 13:57:36,2022-10-23 17:34:58,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
42.826517,0.017787929,73.24725,67178.92798,62807.6126,9353.498208,210.6494918,1.642263076,0.225981385,0.017787929,0.0,interval 0,2022-10-23 13:30:38,2022-10-23 17:10:13,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
43.254782,0.022235367,73.35639,67178.6343,62807.30089,7552.280789,260.0794071,3.079330966,0.318119851,0.022235367,0.0,interval 0,2022-10-23 13:03:40,2022-10-23 16:45:29,22.871860789330597,29.032975953881095,1059.4584759999998,1344.8504580000003,46.321481481481484
