depth,proxy_filtered,time,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca,peak
56.951415999999995,1.760352506,77.39348,34681.98416,64964.87303,222513.0098,27.17166764,3.20876869,1000,0.455970246,1.760352506,0.006303763,interval 0
57.382866,2.186287098,77.50262,34681.75187,64964.50945,203696.2733,32.97202498,2.859086037,1000,0.895132802,2.186287098,0.00773491,interval 0
57.814316,1.817158834,77.61184,34681.51958,64964.14587,249260.7016,28.9049474,3.690035454,1000,1.557566148,1.817158834,0.005579551,interval 0
58.245765999999996,1.943873085,77.72099,34681.2873,64963.78229,241103.016,29.34855069,3.207030755,1000,1.886525433,1.943873085,0.007914946,interval 0
58.677215999999994,1.479586826,77.83019,34681.05501,64963.41871,293034.1132,23.68794078,2.612189784,1000,1.512927883,1.479586826,0.006940868,interval 0
59.108667,2.19144263,77.93926,34680.82272,64963.05513,236007.1388,26.1625609,3.842727553,1000,1.957861723,2.19144263,0.011113017,interval 0
59.540116999999995,1.675133125,78.04841,34680.59043,64962.69155,277700.8212,28.03118401,3.531846174,1000,1.817797367,1.675133125,0.007738938,interval 0
59.971567,2.662807626,78.15756,34680.35814,64962.32796,219408.8571,34.93794933,4.540483515,1000,2.579803114,2.662807626,0.00833273,interval 0
60.403017000000006,2.084446924,78.26674,34680.12586,64961.96438,252525.2525,29.27813653,3.899502184,1000,2.267136147,2.084446924,0.012064802,interval 0
60.834467000000004,1.609523879,78.37598,34679.89357,64961.6008,351322.0596,24.61530677,4.338564398,1000,1.77104643,1.609523879,0.007226614,interval 0
61.265917,2.054120122,78.48511,34679.66128,64961.23722,265745.107,30.33293725,3.739999044,1000,2.961576697,2.054120122,0.009775446,interval 0
61.697367,2.430334977,78.59421,34679.42899,64960.87364,240338.5032,38.77426214,4.190435975,1000,3.09148088,2.430334977,0.009997842,interval 0
62.128817000000005,1.587265989,78.70336,34679.1967,64960.51006,370044.8545,24.19283127,3.020050706,1000,2.391282525,1.587265989,0.00701566,interval 0
62.560268,1.466993206,78.81246,34678.96442,64960.14648,364392.69,20.51926833,2.720741667,1000,2.801280821,1.466993206,0.007629308,interval 0
62.991718,1.745376241,78.92146,34678.73213,64959.78289,365805.7311,23.28554294,2.882648706,1000,2.218945728,1.745376241,0.008165356,interval 0
63.423168000000004,2.282978092,79.03059,34678.49984,64959.41931,278007.5268,36.40843639,3.741591405,1000,3.435150343,2.282978092,0.009715584,interval 0
63.854618,1.899462824,79.13975,34678.26755,64959.05573,296525.8763,34.22303032,4.264989532,1000,2.989707017,1.899462824,0.009262693,interval 0
64.286068,2.360343665,79.24895,34678.03526,64958.69215,294734.2434,29.0128446,3.975983559,1000,2.978279375,2.360343665,0.010372463,interval 0
64.717518,1.739698687,79.35809,34677.80297,64958.32857,329999.23,28.16856683,3.460322781,1000,2.287348257,1.739698687,0.009854254,interval 0
65.148968,1.717233369,79.46724,34677.57069,64957.96499,358034.0049,25.79929708,3.178548106,1000,2.525438969,1.717233369,0.013417055,interval 0
65.580418,1.686009844,79.57639,34677.3384,64957.60141,276116.2944,33.15520276,5.536310822,1000,3.713725667,1.686009844,0.008574604,interval 0
66.011868,1.561923685,79.68554,34677.10611,64957.23782,298880.9799,29.27652632,3.492173633,1000,3.773276437,1.561923685,0.0112286,interval 0
66.443319,2.145659544,79.79473,34676.87382,64956.87424,252678.2991,32.82894612,4.786341751,1000,6.388349518,2.145659544,0.010464247,interval 0
66.874769,2.343083447,79.90388,34676.64153,64956.51066,277905.2908,32.71231923,4.80534269,1000,4.805800668,2.343083447,0.011001951,interval 0
67.306219,1.913992841,80.01303,34676.40925,64956.14708,297856.9679,31.3782375,3.915516104,1000,4.347810014,1.913992841,0.018258067,interval 0
67.737669,1.768359901,80.12218,34676.17696,64955.7835,292327.5927,30.63798429,3.856366865,1000,3.908139405,1.768359901,0.010733395,interval 0
68.169119,1.897927667,80.23126,34675.94467,64955.41992,230200.348,38.52280968,4.770778964,1000,4.441900558,1.897927667,0.009689788,interval 0
68.60056900000001,1.8875183725,80.34051,34675.71238,64955.05634,332246.0044,22.07425688,3.570956147,1000,6.137501007,1.231349503,0.009997842,interval 0
69.032019,1.857298862,80.44966,34675.48009,64954.69275,329419.9222,22.79181238,3.98486526,1000,5.242825041,1.857298862,0.009766911,interval 0
69.463469,1.877109078,80.55881,34675.24781,64954.32917,374283.9779,26.56920936,3.893352514,1000,4.915964484,1.877109078,0.011113017,interval 0
69.89492,1.990689886,80.66797,34675.01552,64953.96559,365002.3843,30.98077822,4.481017998,1000,5.75958722,1.990689886,0.009537579,interval 0
70.32637,1.975685228,80.77716,34674.78323,64953.60201,316301.8756,33.61454474,5.348523437,1000,6.224123675,1.975685228,0.023669219,interval 0
70.75782,1.742779573,80.8863,34674.55094,64953.23843,329024.022,34.30382957,5.310777246,1000,8.328283546,1.742779573,0.011910495,interval 0
71.18927,1.99129687,80.99545,34674.31865,64952.87485,369017.7319,27.22476632,3.918813454,1000,4.957004786,1.99129687,0.009464782,interval 0
71.62072,2.043499733,81.1046,34674.08637,64952.51127,323584.7661,31.4214006,5.474882995,1000,4.559559806,2.043499733,0.011755678,interval 0
72.05217,1.576100789,81.21374,34673.85408,64952.14768,303797.3915,33.0532065,4.517239232,1000,4.621189071,1.576100789,0.009456845,interval 0
72.48362,1.780638501,81.32294,34673.62179,64951.7841,310697.1273,29.41003073,4.625951745,1000,4.926004995,1.780638501,0.013428846,interval 0
72.91507,1.919447555,81.43209,34673.3895,64951.42052,323767.7577,29.87100815,11.93737719,1000,4.668849179,1.919447555,0.01057697,interval 0
73.346521,1.702253361,81.54124,34673.15721,64951.05694,393360.033,23.73208969,3.496582273,1000,3.235752245,1.702253361,0.01408159,interval 0
73.777971,2.63751168,81.65039,34672.92492,64950.69336,295758.0026,39.28882263,5.123909889,1000,4.694938523,2.63751168,0.011930681,interval 0
74.20942099999999,1.782488354,81.75939,34672.69264,64950.32978,318250.4076,30.63639583,4.259186688,1000,3.789383687,1.782488354,0.010218735,interval 0
74.640871,2.204415632,81.86854,34672.46035,64949.9662,286495.9997,30.537398,4.310910419,1000,9.280171578,2.204415632,0.010591077,interval 0
75.072321,1.708260783,81.97769,34672.22806,64949.60261,326240.5796,24.87979291,4.980240365,1000,3.364912828,1.708260783,0.009333654,interval 0
75.503771,2.407825613,82.08684,34671.99577,64949.23903,282251.0507,28.53272588,6.825156166,1000,3.721139892,2.407825613,0.01233984,interval 0
75.935221,1.92606054,82.196,34671.76348,64948.87545,271108.4515,35.74862523,5.515427922,1000,3.698117683,1.92606054,0.010133045,interval 0
76.366671,1.833604048,82.30498,34671.5312,64948.51187,326947.1002,27.12837549,4.952409859,1000,2.77307956,1.833604048,0.013710011,interval 0
76.79812199999999,1.925737126,82.41421,34671.29891,64948.14829,317378.6589,31.93008862,4.879549945,1000,2.360671127,1.925737126,0.009594767,interval 0
77.22957199999999,2.288320184,82.52334,34671.06662,64947.78471,273918.7312,27.4975245,5.282354272,1000,2.175984888,2.288320184,0.011960196,interval 0
77.661022,2.098963005,82.63249,34670.83433,64947.42113,321738.0031,27.77274401,5.171348577,1000,1.424006638,2.098963005,0.024843419,interval 0
78.092472,2.4893248,82.7416,34670.60204,64947.05754,267941.249,28.55571964,4.762608824,1000,1.674116789,2.4893248,0.013043289,interval 0
78.523922,2.242333941,82.85083,34670.36976,64946.69396,275554.0907,43.18429947,5.722975902,1000,1.187604041,2.242333941,0.010762145,interval 0
78.955372,1.797984213,82.95991,34670.13747,64946.33038,309990.6067,22.63596284,4.366904991,1000,0.950994923,1.797984213,0.00926754,interval 0
79.386822,2.120732248,83.06912,34669.90518,64945.9668,240950.1097,28.98854656,5.451670245,1000,1.049216917,2.120732248,0.009590528,interval 0
79.818272,1.648568794,83.17828,34669.67289,64945.60322,317055.8123,24.73909528,4.931405014,1000,0.84468734,1.648568794,0.01123653,interval 0
80.24972199999999,1.948501917,83.28747,34669.4406,64945.23964,343197.0731,24.32797132,4.436046414,1000,0.661235928,1.948501917,0.013026201,interval 0
80.681173,2.527714276,83.39655,34669.20832,64944.87606,298420.1643,29.72692643,5.607384381,1000,0.491744992,2.527714276,0.009165249,interval 0
81.112623,1.529350506,83.50571,34668.97603,64944.51247,307024.8252,27.71789241,4.064429597,1000,0.390763992,1.529350506,0.014264171,interval 0
81.544073,2.131737528,83.61486,34668.74374,64944.14889,260588.2282,35.04591185,4.854540411,1000,0.342206725,2.131737528,0.010587213,interval 0
