time,depth,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca
s,mm, , ,cps,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol
2467.17338,9.503321691,14314.86789,35672.85025,468557.608,19.94310158,1.671993144,0.013351753,2.718906338,0.008671622
2467.28254,9.503755155,14315.24896,35672.64366,425418.0956,18.82465079,1.485347174,0.014878082,2.110013735,0.007676613
2467.39166,9.504188619,14315.63002,35672.43707,429400.863,19.52712079,1.92805439,0.015190204,2.22536496,0.008139804
2467.5008,9.504622083,14316.01109,35672.23047,421746.7791,18.52723686,1.818373273,0.016555281,1.952436428,0.008546906
2467.61,9.505055547,14316.39215,35672.02388,433686.5611,18.34218556,1.717070115,0.016210333,2.402592374,0.007530047
2467.71914,9.505489011,14316.77321,35671.81728,448681.1113,18.68687847,1.371147207,0.016799235,2.393936419,0.007302413
2467.82829,9.505922475,14317.15428,35671.61069,414158.7748,22.36556942,1.807081412,0.014641173,2.396576057,0.009363571
2467.93744,9.50635594,14317.53534,35671.4041,462241.5328,17.81198779,1.682867399,0.013377583,2.00987435,0.007868093
2468.04663,9.506789404,14317.91641,35671.1975,387656.7791,22.14344908,1.74475001,0.017015599,2.968097354,0.009271496
2468.15578,9.507222868,14318.29747,35670.99091,401256.4874,20.07335898,1.998955183,0.017221224,2.543858054,0.008057847
2468.26493,9.507656332,14318.67854,35670.78431,398708.9328,21.2924546,1.798354874,0.016603837,2.703790931,0.009918902
2468.37408,9.508089796,14319.0596,35670.57772,446240.138,17.94155136,1.627259991,0.014562039,2.945435018,0.008101631
2468.48323,9.50852326,14319.44067,35670.37113,451820.7214,18.61938101,1.357514863,0.01256329,1.988795853,0.008025619
2468.59243,9.508956724,14319.82173,35670.16453,430548.1669,21.68433494,1.733899423,0.013633965,2.535043325,0.009285911
2468.70159,9.509390188,14320.20279,35669.95794,421830.4051,19.04824801,1.822396666,0.014947504,2.574655951,0.007482918
2468.81072,9.509823652,14320.58386,35669.75134,402651.3293,23.13048901,1.872584935,0.017461677,2.290942861,0.008708527
2468.91986,9.510257116,14320.96492,35669.54475,416251.0376,18.98716617,1.580295905,0.016077289,2.474882535,0.008764955
2469.02898,9.51069058,14321.34599,35669.33816,498755.6607,16.85878029,1.474245964,0.014092893,1.956973662,0.006524544
2469.13819,9.511124044,14321.72705,35669.13156,466465.3452,18.64642998,1.659680394,0.014447951,2.341045443,0.007000213
2469.24733,9.511557508,14322.10812,35668.92497,389577.6799,22.44512986,1.935524771,0.01786241,3.063926726,0.008243673
2469.35647,9.511990972,14322.48918,35668.71837,453893.8349,18.70712326,1.897221713,0.014209662,2.743407666,0.006640642
2469.46564,9.512424436,14322.87024,35668.51178,442599.4602,20.87676164,2.037649367,0.015228091,2.369455316,0.007797962
2469.57468,9.5128579,14323.25131,35668.30519,409861.0589,20.80798332,2.02011003,0.016328318,2.277869895,0.008635116
2469.68382,9.513291364,14323.63237,35668.09859,365688.0196,24.04268133,2.502345574,0.018436218,3.059575219,0.00914183
2469.79292,9.513724828,14324.01344,35667.892,530628.0715,17.95356937,1.479670157,0.012881081,1.984859703,0.006585195
2469.90213,9.514158292,14324.3945,35667.6854,426712.3517,20.1285419,1.727838559,0.01483289,2.564217348,0.008165548
2470.01124,9.514591756,14324.77557,35667.47881,441356.6553,21.06010141,1.817085255,0.017187955,2.201084442,0.007919001
2470.12046,9.51502522,14325.15663,35667.27222,436593.6942,21.056488,1.684442293,0.013278845,2.322926737,0.00798048
2470.2296,9.515458684,14325.53769,35667.06562,497507.3637,18.03358585,1.652636746,0.012865306,2.132824049,0.006672712
2470.33874,9.515892148,14325.91876,35666.85903,463641.9934,19.7587549,1.917120914,0.014692438,2.248620264,0.007019328
2470.44788,9.516325612,14326.29982,35666.65243,469255.0289,16.78953538,1.53158473,0.013795402,2.131429725,0.007284565
2470.557,9.516759076,14326.68089,35666.44584,460841.2262,20.41711135,1.888650351,0.01504409,2.882135325,0.007394026
2470.66616,9.51719254,14327.06195,35666.23925,432556.9282,20.67266513,1.832724431,0.014464559,2.459014176,0.007979261
2470.77531,9.517626004,14327.44302,35666.03265,468208.8975,20.39374921,1.815438402,0.013568177,2.605144709,0.008047792
2470.88446,9.518059468,14327.82408,35665.82606,468466.9817,18.77437123,1.774957136,0.015056852,2.234832996,0.007226854
2470.99368,9.518492933,14328.20514,35665.61946,422005.2878,20.45009292,2.295062363,0.015055853,2.631405652,0.009500068
2471.10287,9.518926397,14328.58621,35665.41287,459544.7833,22.28153422,1.898010599,0.015086588,2.629994267,0.007034436
2471.21202,9.519359861,14328.96727,35665.20628,497091.2918,16.99106718,1.497785884,0.015063949,2.292738723,0.006634341
2471.3211,9.519793325,14329.34834,35664.99968,488085.3943,18.46895791,1.635324127,0.013113968,2.224028131,0.006712133
2471.43032,9.520226789,14329.7294,35664.79309,530107.1448,17.81729921,1.571817738,0.01248348,1.997037785,0.00665351
2471.53942,9.520660253,14330.11047,35664.5865,464108.8479,18.75137665,1.93113211,0.014781795,2.87641821,0.007600915
2471.64864,9.521093717,14330.49153,35664.3799,499691.9637,21.15183808,1.745330511,0.013147526,2.562174484,0.006774707
2471.75779,9.521527181,14330.87259,35664.17331,435081.403,20.68964034,1.698806241,0.015269373,2.804560472,0.007380283
2471.86693,9.521960645,14331.25366,35663.96671,494647.1439,20.74280115,1.774369971,0.013623783,2.269148886,0.007661304
2471.97608,9.522394109,14331.63472,35663.76012,459700.3495,19.91474229,1.877249422,0.014608274,2.381439088,0.007341084
2472.0852,9.522827573,14332.01579,35663.55353,520985.3959,17.86154128,1.638415547,0.012284855,2.006032776,0.006602354
2472.19434,9.523261037,14332.39685,35663.34693,481498.3936,19.25323316,2.018812473,0.01635563,2.391710246,0.006599832
