time,depth,Xpos,Ypos,Ca43,23Na/43Ca,25Mg/43Ca,43Ca/43Ca,55Mn/43Ca,88Sr/43Ca,138Ba/43Ca
s,mm, , ,cps,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol
83.06941,0.085143744,31013.18693,80654.2692,10054.04172,147.5877215,3.429380361,1000,0.193926598,1.723850392,0.024375469
83.17856,0.085589523,31013.55052,80654.01127,13257.02622,113.5437796,3.283222771,1000,0.163821675,0.629661131,0.008218281
83.28775,0.086035302,31013.9141,80653.75335,15860.05528,93.11374019,2.84600739,1000,0.119518224,1.127460795,0.015930139
83.3969,0.08648108,31014.27768,80653.49542,15409.49225,105.4379405,3.787114626,1000,0.151171638,2.013153086,0.010940524
83.50605,0.086926859,31014.64126,80653.23749,21568.59213,92.26051276,1.989000224,1000,0.107013239,0.97942119,0.00940435
83.61521,0.087372638,31015.00485,80652.97957,17812.68263,121.1805189,3.577611397,1000,0.129156945,1.553869691,0.018847127
83.72436,0.087818417,31015.36843,80652.72164,18964.375,81.26998698,4.341412627,1000,0.199909601,1.493832776,0.014516639
83.83354,0.088264195,31015.73201,80652.46371,29735.32557,57.66091332,2.618152664,1000,0.076514235,0.838505503,0.020337697
83.9427,0.088709974,31016.09559,80652.20579,21919.20122,106.5821329,4.848966383,1000,0.100168323,1.280448147,0.025032296
84.05184,0.089155753,31016.45918,80651.94786,27680.61476,60.81169823,3.620596022,1000,0.08095636,1.12543692,0.016297992
84.16099,0.089601532,31016.82276,80651.68993,30236.52572,59.53704185,3.493456855,1000,0.081342831,1.330397933,0.016074171
84.27014,0.090047311,31017.18634,80651.43201,38258.45893,45.6222305,2.075696102,1000,0.051541348,0.961911237,0.012351816
84.37933,0.090493089,31017.54993,80651.17408,43927.04804,42.04452181,2.560468323,1000,0.052357183,1.082040646,0.013693963
84.48847,0.090938868,31017.91351,80650.91615,33194.01526,60.62960009,3.623635504,1000,0.079552904,1.248120581,0.017117318
84.59761,0.091384647,31018.27709,80650.65823,38860.3112,51.95529594,2.94603982,1000,0.057846883,1.127609954,0.008206508
84.70677,0.091830426,31018.64067,80650.4003,36904.39708,52.97196984,3.705163281,1000,0.061453185,1.365683626,0.011209543
84.81578,0.092276204,31019.00426,80650.14237,40264.74571,48.85403077,4.263313651,1000,0.054889608,1.121095739,0.013195117
84.92492,0.092721983,31019.36784,80649.88444,42271.35405,48.47951852,3.098359806,1000,0.048333953,1.185476024,0.014236538
85.03407,0.093167762,31019.73142,80649.62652,49246.81925,43.18614207,3.066575264,1000,0.041793135,1.07606743,0.016745784
85.14321,0.093613541,31020.09501,80649.36859,44378.63895,50.30662636,4.071520666,1000,0.052647841,1.161523814,0.009300836
85.25235,0.094059319,31020.45859,80649.11066,47941.76053,45.71024885,3.381497876,1000,0.04485993,1.215848474,0.01130644
85.36154,0.094505098,31020.82217,80648.85274,55472.81682,41.30687874,2.984723528,1000,0.04864627,1.084470528,0.00678796
85.47069,0.094950877,31021.18575,80648.59481,56226.17153,41.29386234,2.519019735,1000,0.041784596,1.168100751,0.008998246
85.57984,0.095396656,31021.54934,80648.33688,51756.92982,45.12348535,2.774161671,1000,0.050396711,1.386333414,0.008644982
85.68898,0.095842434,31021.91292,80648.07896,52811.32628,44.72037929,2.997106878,1000,0.040685313,1.218143619,0.00869372
85.79813,0.096288213,31022.2765,80647.82103,58436.27339,48.79893311,2.895044472,1000,0.044274145,1.319912191,0.006642143
85.90734,0.096733992,31022.64009,80647.5631,62907.89883,39.52617721,3.155185451,1000,0.036728941,1.163906323,0.006540092
86.01648,0.097179771,31023.00367,80647.30518,64114.00362,38.47796218,2.464730695,1000,0.031170128,1.155802929,0.005499481
86.12564,0.09762555,31023.36725,80647.04725,62355.13959,40.01278946,2.888559187,1000,0.036468723,1.240228414,0.008295433
86.23477,0.098071328,31023.73083,80646.78932,71503.92921,38.14381128,2.285312841,1000,0.03177085,1.126555885,0.008212396
86.34376,0.098517107,31024.09442,80646.5314,68034.64603,41.05486682,2.591693014,1000,0.032055338,1.292815041,0.006907196
86.45291,0.098962886,31024.458,80646.27347,69090.41318,40.97670549,2.365707714,1000,0.035806832,1.323688137,0.041162096
86.56212,0.099408665,31024.82158,80646.01554,70447.95876,38.98791362,1.928768752,1000,0.033811274,1.277160637,0.007002418
86.67126,0.099854443,31025.18516,80645.75762,75879.61171,39.03664972,2.660730599,1000,0.029444187,1.331429945,0.012068495
86.7804,0.100300222,31025.54875,80645.49969,82571.82645,34.54693801,1.954966398,1000,0.026378592,1.11320793,0.00483133
