specimen,category,element,mean,std,se,cl95,N,growth_rate,start_date,end_date
B323,peak 3,138Ba/43Ca,0.0019815806605182258,0.00047503748495801026,9.955116932853478e-06,1.9522052279400397e-05,2277,,2022-07-24 06:00:00.000000000,2022-07-24 06:00:00.000000000
B323,peak 4,Ca43,486621.52381126094,66513.15393976313,1386.8951320837723,2719.6963468836734,2300,,2022-06-28 01:07:30.000000000,2022-06-28 01:07:30.000000000
B323,peak 4,23Na/43Ca,22.3768221022,4.882124049392342,0.10179932355129973,0.19962810595615793,2300,,2022-06-28 01:07:30.000000000,2022-06-28 01:07:30.000000000
B323,peak 4,25Mg/43Ca,0.9249828924647826,0.21575806188221847,0.004498866585146086,0.008822261131131992,2300,,2022-06-28 01:07:30.000000000,2022-06-28 01:07:30.000000000
B323,peak 4,43Ca/43Ca,1000.0,0.0,0.0,0.0,2300,,2022-06-28 01:07:30.000000000,2022-06-28 01:07:30.000000000
B323,peak 4,55Mn/43Ca,0.021170903322608695,0.006024761498780292,0.00012562496137517962,0.00024635009571065484,2300,,2022-06-28 01:07:30.000000000,2022-06-28 01:07:30.000000000
B323,peak 4,88Sr/43Ca,2.066153806945217,0.5590578901685962,0.01165716283924893,0.022859654241701107,2300,,2022-06-28 01:07:30.000000000,2022-06-28 01:07:30.000000000
B323,peak 4,138Ba/43Ca,0.0024787337843478266,0.00068360115874589,1.4254069506463659e-05,2.7952178840450034e-05,2300,,2022-06-28 01:07:30.000000000,2022-06-28 01:07:30.000000000
B323,peak 5,Ca43,465375.2700126894,65537.16074133341,2852.138829960776,5602.9572198084625,528,,2022-06-01 03:00:00.000000000,2022-06-01 03:00:00.000000000
B323,peak 5,23Na/43Ca,21.745819621231064,4.568698328964195,0.1988270739687002,0.39059094104533487,528,,2022-06-01 03:00:00.000000000,2022-06-01 03:00:00.000000000
B323,peak 5,25Mg/43Ca,2.1234811356401515,0.6171762119840356,0.026859147073449448,0.052764139821044595,528,,2022-06-01 03:00:00.000000000,2022-06-01 03:00:00.000000000
B323,peak 5,43Ca/43Ca,1000.0,0.0,0.0,0.0,528,,2022-06-01 03:00:00.000000000,2022-06-01 03:00:00.000000000
