NIOZ jetty LON=4.789E   LAT=53.002N , depth of sensors -1.5 meter NAP.												
Intervals of 60 minutes 													
TM = YYYYMMDDHHmm (YYYY=year, MM=month, DD=day, HH=hour, mm=minute) in UTC													
ET = excel decimal time 													
T = median value of temperature from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
T_std = standard deviation of temperature within the interval 													
T_N = number of data points for temperature within the interval 													
T_max = maximum temperature within the interval 													
T_min = minimum temperature within the interval 													
T_flag = quality flag 													
S = median value of salinity from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
S_std = standard deviation of salinity within the interval 													
S_N = number of data points for salinity within the interval 													
S_max = maximum salinity within the interval 													
S_min = minimum salinity within the interval 													
S_flag = quality flag 													
Quality flags:  -1=No flag available, 0=uncalibrated data, 1=OK, 1-2 : includes corrected data, 4-5 : includes missing data, fraction indicates how much missing or corrected data was incorporated (low end: none, high end: all), 9=missing 
Temperature in [degrees Celsius], Salinity in [PSU]												
													
TM 	ET 	T 	T_std 	T_N 	T_max 	T_min 	T_flag 	S 	S_std 	S_N 	S_max 	S_min 	S_flag 
202205070300	44688.125	12.731	0.151	6	13.034	12.655	1	29.441	0.08	6	29.561	29.361	1
202205070400	44688.16667	12.995	0.073	6	13.137	12.926	1	29.221	0.093	6	29.401	29.121	1
202205070500	44688.20833	13.047	0.076	6	13.166	12.961	1	29.106	0.106	6	29.171	28.891	1
202205070600	44688.25	13.155	0.056	6	13.184	13.05	1	28.841	0.114	6	29.051	28.741	1
202205070700	44688.29167	13.047	0.013	6	13.064	13.024	1	28.881	0.038	6	28.961	28.861	1
202205070800	44688.33333	12.642	0.223	6	13.058	12.555	1	29.535	0.357	6	29.77	28.91	1
202205070900	44688.375	12.469	0.032	6	12.514	12.438	1	30.025	0.103	6	30.08	29.84	1
202205071000	44688.41667	12.363	0.061	6	12.379	12.218	1	30.35	0.175	6	30.75	30.25	1
202205071100	44688.45833	12.133	0.062	6	12.189	12.038	1	31.105	0.103	6	31.31	31.01	1
202205071200	44688.5	12.026	0.056	6	12.077	11.941	1	31.525	0.134	6	31.65	31.25	1
202205071300	44688.54167	12.349	0.1	6	12.456	12.176	1	30.91	0.217	6	31.35	30.79	1
202205071400	44688.58333	13.017	0.241	6	13.187	12.575	1	29.815	0.358	6	30.49	29.58	1
202205071500	44688.625	13.218	0.026	6	13.237	13.173	1	29.58	0.03	6	29.64	29.55	1
202205071600	44688.66667	13.276	0.022	6	13.298	13.244	1	29.655	0.076	6	29.75	29.54	1
202205071700	44688.70833	13.47	0.039	6	13.529	13.409	1	29.575	0.049	6	29.62	29.5	1
202205071800	44688.75	13.548	0.092	6	13.669	13.435	1	29.325	0.161	6	29.59	29.2	1
202205071900	44688.79167	13.856	0.099	6	14.006	13.774	1	29.02	0.069	6	29.16	28.98	1
202205072000	44688.83333	13.72	0.045	6	13.763	13.653	1	29.044	0.039	6	29.119	29.029	1
202205072100	44688.875	13.268	0.323	6	13.614	12.9	1	29.264	0.302	6	29.669	28.969	1
202205072200	44688.91667	12.944	0.067	6	13.028	12.846	1	29.554	0.123	6	29.769	29.459	1
202205072300	44688.95833	12.751	0.171	6	12.997	12.606	1	29.924	0.328	6	30.159	29.399	1
202205080000	44689	12.524	0.065	6	12.657	12.487	1	30.349	0.12	6	30.439	30.129	1
202205080100	44689.04167	12.631	0.037	6	12.701	12.599	1	30.094	0.081	6	30.169	29.959	1
202205080200	44689.08333	12.844	0.172	6	13.077	12.684	1	29.714	0.224	6	29.969	29.439	1
202205080300	44689.125	12.949	0.105	6	13.092	12.865	1	29.469	0.085	6	29.619	29.429	1
202205080400	44689.16667	12.985	0.068	6	13.084	12.895	1	29.439	0.058	6	29.479	29.319	1
202205080500	44689.20833	13.296	0.182	6	13.691	13.202	1	29.299	0.059	6	29.379	29.199	1
202205080600	44689.25	13.681	0.253	6	13.926	13.379	1	29.199	0.122	6	29.359	29.059	1
202205080700	44689.29167	14.019	0.161	6	14.259	13.861	1	29.033	0.07	6	29.158	28.958	1
202205080800	44689.33333	13.715	0.058	6	13.823	13.648	1	28.708	0.102	6	28.888	28.578	1
202205080900	44689.375	13.333	0.183	6	13.642	13.142	1	29.058	0.264	6	29.308	28.588	1
202205081000	44689.41667	13.153	0.051	6	13.252	13.096	1	29.353	0.07	6	29.498	29.308	1
202205081100	44689.45833	12.841	0.146	6	12.985	12.641	1	29.833	0.236	6	30.208	29.628	1
202205081200	44689.5	12.573	0.117	6	12.773	12.478	1	30.373	0.108	6	30.538	30.278	1
202205081300	44689.54167	12.736	0.224	6	13.039	12.492	1	30.378	0.198	6	30.588	30.108	1
202205081400	44689.58333	13.378	0.089	6	13.43	13.182	1	29.728	0.08	6	29.908	29.698	1
202205081500	44689.625	13.581	0.062	6	13.624	13.474	1	29.718	0.073	6	29.848	29.618	1
202205081600	44689.66667	13.95	0.192	6	14.206	13.634	1	29.543	0.082	6	29.698	29.458	1
202205081700	44689.70833	14.082	0.061	6	14.211	14.027	1	29.478	0.012	6	29.498	29.468	1
202205081800	44689.75	14.114	0.051	6	14.206	14.068	1	29.387	0.069	6	29.437	29.257	1
202205081900	44689.79167	14.27	0.241	6	14.525	13.986	1	29.227	0.071	6	29.337	29.167	1
202205082000	44689.83333	14.453	0.225	6	14.66	14.138	1	29.132	0.064	6	29.157	28.987	1
202205082100	44689.875	14.002	0.043	6	14.092	13.97	1	28.757	0.081	6	28.917	28.707	1
202205082200	44689.91667	13.87	0.072	6	13.934	13.734	1	28.707	0.088	6	28.917	28.697	1
202205082300	44689.95833	13.516	0.142	6	13.671	13.307	1	29.152	0.159	6	29.287	28.917	1
202205090000	44690	13.31	0.04	6	13.389	13.27	1	29.332	0.052	6	29.377	29.227	1
202205090100	44690.04167	13.102	0.085	6	13.279	13.054	1	29.587	0.098	6	29.647	29.387	1
202205090200	44690.08333	13.268	0.066	6	13.306	13.141	1	29.342	0.081	6	29.517	29.307	1
202205090300	44690.125	13.293	0.023	6	13.34	13.275	1	29.287	0.034	6	29.297	29.207	1
202205090400	44690.16667	13.26	0.042	6	13.315	13.211	1	29.207	0.008	6	29.217	29.197	1
202205090500	44690.20833	13.115	0.103	6	13.194	12.929	1	29.231	0.047	6	29.316	29.186	1
202205090600	44690.25	13.388	0.227	6	13.705	13.067	1	29.166	0.069	6	29.226	29.026	1
202205090700	44690.29167	13.939	0.127	6	14.007	13.709	1	28.961	0.039	6	29.046	28.936	1
202205090800	44690.33333	13.979	0.028	6	14.03	13.962	1	28.901	0.046	6	28.936	28.816	1
202205090900	44690.375	13.99	0.012	6	14.002	13.975	1	28.651	0.078	6	28.796	28.586	1
202205091000	44690.41667	13.351	0.249	6	13.927	13.267	1	29.281	0.239	6	29.346	28.736	1
202205091100	44690.45833	13.391	0.059	6	13.449	13.28	1	29.291	0.081	6	29.486	29.276	1
202205091200	44690.5	12.961	0.22	6	13.403	12.785	1	30.051	0.313	6	30.426	29.546	1
202205091300	44690.54167	12.812	0.067	6	12.934	12.758	1	30.381	0.092	6	30.436	30.186	1
202205091400	44690.58333	12.836	0.195	6	13.178	12.631	1	30.536	0.135	6	30.686	30.286	1
202205091500	44690.625	13.365	0.068	6	13.508	13.317	1	30.016	0.087	6	30.166	29.926	1
202205091600	44690.66667	13.771	0.083	6	13.876	13.641	1	29.835	0.091	6	29.885	29.635	1
202205091700	44690.70833	14.216	0.141	6	14.326	13.947	1	29.35	0.1	6	29.495	29.255	1
202205091800	44690.75	14.704	0.204	6	14.84	14.267	1	29.395	0.063	6	29.525	29.355	1
202205091900	44690.79167	14.737	0.121	6	14.886	14.522	1	29.245	0.04	6	29.275	29.175	1
202205092000	44690.83333	14.353	0.038	6	14.409	14.32	1	29.055	0.088	6	29.225	28.985	1
202205092100	44690.875	14.27	0.067	6	14.363	14.205	1	28.99	0.015	6	29.005	28.965	1
202205092200	44690.91667	14.176	0.022	6	14.196	14.142	1	28.965	0.011	6	28.985	28.955	1
202205092300	44690.95833	14.138	0.004	6	14.143	14.133	1	28.97	0.005	6	28.975	28.965	1
202205100000	44691	13.925	0.142	6	14.113	13.789	1	29.125	0.107	6	29.215	28.975	1
202205100100	44691.04167	13.146	0.38	6	13.83	13.006	1	30.035	0.48	6	30.165	29.175	1
202205100200	44691.08333	13.105	0.066	6	13.201	13.005	1	30.08	0.098	6	30.215	29.925	1
202205100300	44691.125	13.235	0.025	6	13.275	13.214	1	29.879	0.041	6	29.914	29.814	1
202205100400	44691.16667	13.308	0.04	6	13.342	13.232	1	29.729	0.053	6	29.834	29.684	1
202205100500	44691.20833	13.565	0.196	6	13.828	13.357	1	29.504	0.118	6	29.664	29.394	1
202205100600	44691.25	14.099	0.109	6	14.24	13.975	1	29.274	0.05	6	29.354	29.234	1
202205100700	44691.29167	13.936	0.041	6	13.987	13.867	1	29.269	0.032	6	29.294	29.204	1
202205100800	44691.33333	14.141	0.141	6	14.253	13.87	1	29.129	0.09	6	29.314	29.064	1
202205100900	44691.375	14.087	0.058	6	14.21	14.049	1	29.049	0.071	6	29.194	29.004	1
202205101000	44691.41667	14.032	0.045	6	14.109	13.968	1	29.164	0.068	6	29.244	29.034	1
202205101100	44691.45833	13.727	0.213	6	13.989	13.401	1	29.529	0.264	6	29.904	29.214	1
202205101200	44691.5	13.611	0.214	6	13.706	13.113	1	29.769	0.263	6	30.384	29.664	1
202205101300	44691.54167	13.08	0.287	6	13.331	12.645	1	30.499	0.448	6	31.224	30.164	1
202205101400	44691.58333	12.582	0.181	6	12.911	12.535	1	31.333	0.261	6	31.453	30.883	1
202205101500	44691.625	12.592	0.165	6	12.971	12.513	1	31.458	0.299	6	31.563	30.773	1
202205101600	44691.66667	12.586	0.036	6	12.635	12.535	1	31.598	0.066	6	31.643	31.453	1
202205101700	44691.70833	12.964	0.292	6	13.362	12.688	1	31.193	0.294	6	31.483	30.813	1
202205101800	44691.75	13.955	0.356	6	14.291	13.255	1	30.368	0.292	6	30.903	30.033	1
202205101900	44691.79167	14.149	0.169	6	14.332	13.884	1	30.018	0.089	6	30.163	29.943	1
202205102000	44691.83333	13.835	0.102	6	13.917	13.678	1	30.023	0.061	6	30.063	29.913	1
202205102100	44691.875	13.402	0.083	6	13.601	13.379	1	30.053	0.045	6	30.083	29.963	1
202205102200	44691.91667	13.453	0.022	6	13.475	13.416	1	29.758	0.067	6	29.873	29.693	1
202205102300	44691.95833	13.368	0.011	6	13.39	13.361	1	29.848	0.032	6	29.903	29.813	1
202205110000	44692	13.355	0.084	6	13.368	13.152	1	29.793	0.217	6	30.323	29.773	1
202205110100	44692.04167	13.082	0.027	6	13.096	13.036	1	30.452	0.02	6	30.492	30.432	1
202205110200	44692.08333	13.003	0.169	6	13.06	12.613	1	30.512	0.45	6	31.502	30.292	1
202205110300	44692.125	12.542	0.046	6	12.621	12.479	1	31.577	0.171	6	31.702	31.202	1
202205110400	44692.16667	12.602	0.076	6	12.749	12.536	1	31.327	0.204	6	31.492	30.912	1
202205110500	44692.20833	12.605	0.024	6	12.632	12.559	1	31.307	0.054	6	31.402	31.242	1
202205110600	44692.25	12.738	0.053	6	12.792	12.671	1	30.892	0.172	6	31.152	30.762	1
202205110700	44692.29167	13.074	0.157	6	13.197	12.793	1	30.317	0.265	6	30.782	30.122	1
202205110800	44692.33333	13.215	0.042	6	13.221	13.115	1	30.122	0.075	6	30.292	30.092	1
202205110900	44692.375	13.317	0.1	6	13.456	13.2	1	30.172	0.127	6	30.282	29.932	1
202205111000	44692.41667	13.479	0.041	6	13.539	13.433	1	29.852	0.073	6	29.972	29.762	1
202205111100	44692.45833	13.489	0.026	5	13.527	13.459	4.167	29.942	0.048	5	29.962	29.842	4.167
202205111200	44692.5	13.504	0.192	5	13.579	13.108	1	30.001	0.314	5	30.701	29.961	1
202205111300	44692.54167	13.174	0.092	6	13.328	13.086	1	30.756	0.06	6	30.831	30.651	1
202205111400	44692.58333	13.272	0.136	6	13.316	12.956	1	30.716	0.209	6	31.221	30.691	1
202205111500	44692.625	13.009	0.101	6	13.139	12.856	1	31.176	0.146	6	31.391	30.981	1
202205111600	44692.66667	12.962	0.13	6	13.109	12.783	1	31.241	0.196	6	31.481	30.971	1
202205111700	44692.70833	12.8	0.224	6	13.294	12.69	1	31.42	0.266	6	31.6	30.91	1
202205111800	44692.75	13.728	0.198	6	14.016	13.477	1	30.645	0.163	6	30.8	30.42	1
202205111900	44692.79167	13.917	0.187	6	14.103	13.581	1	30.42	0.149	6	30.66	30.23	1
202205112000	44692.83333	13.457	0.189	6	13.664	13.205	1	30.765	0.154	6	30.94	30.55	1
202205112100	44692.875	13.087	0.069	6	13.177	13.016	1	30.965	0.064	6	30.97	30.81	1
202205112200	44692.91667	13.109	0.056	6	13.2	13.044	1	30.845	0.025	6	30.88	30.82	1
202205112300	44692.95833	13.063	0.021	6	13.113	13.056	1	30.649	0.091	6	30.839	30.579	1
202205120000	44693	12.967	0.011	6	12.99	12.964	1	30.814	0.023	6	30.819	30.759	1
202205120100	44693.04167	12.794	0.135	6	12.971	12.642	1	31.089	0.242	6	31.409	30.829	1
202205120200	44693.08333	12.662	0.009	6	12.671	12.649	1	31.354	0.019	6	31.369	31.319	1
202205120300	44693.125	12.659	0.013	6	12.681	12.645	1	31.579	0.157	6	31.669	31.299	1
202205120400	44693.16667	12.593	0.023	6	12.625	12.563	1	31.719	0.023	6	31.739	31.679	1
202205120500	44693.20833	12.584	0.008	6	12.598	12.577	1	31.698	0.026	6	31.708	31.648	1
202205120600	44693.25	12.593	0.009	6	12.606	12.582	1	31.758	0.008	6	31.768	31.748	1
202205120700	44693.29167	12.617	0.02	6	12.657	12.605	1	31.738	0.012	6	31.748	31.718	1
202205120800	44693.33333	12.752	0.045	6	12.803	12.689	1	31.513	0.181	6	31.698	31.268	1
202205120900	44693.375	12.967	0.089	6	13.056	12.804	1	31.093	0.139	6	31.338	31.018	1
202205121000	44693.41667	13.291	0.113	6	13.411	13.102	1	31.037	0.114	6	31.147	30.877	1
202205121100	44693.45833	13.468	0.072	6	13.613	13.419	1	30.662	0.183	6	30.727	30.247	1
202205121200	44693.5	13.524	0.069	6	13.608	13.427	1	30.397	0.179	6	30.657	30.237	1
202205121300	44693.54167	13.562	0.03	6	13.592	13.503	1	30.652	0.095	6	30.847	30.617	1
202205121400	44693.58333	13.416	0.08	6	13.599	13.375	1	31.222	0.172	6	31.317	30.837	1
202205121500	44693.625	13.534	0.021	6	13.555	13.503	1	31.177	0.029	6	31.237	31.147	1
202205121600	44693.66667	13.252	0.064	6	13.371	13.189	1	31.521	0.076	6	31.616	31.396	1
202205121700	44693.70833	13.241	0.053	6	13.348	13.21	1	31.706	0.054	6	31.726	31.586	1
202205121800	44693.75	13.201	0.036	6	13.285	13.19	1	31.696	0.014	6	31.706	31.666	1
202205121900	44693.79167	13.199	0.023	6	13.225	13.164	1	31.666	0.035	6	31.706	31.616	1
202205122000	44693.83333	13.544	0.245	6	13.764	13.257	1	31.381	0.152	6	31.596	31.266	1
202205122100	44693.875	14.129	0.102	6	14.249	13.983	1	31.056	0.051	6	31.156	31.026	1
202205122200	44693.91667	13.976	0.148	6	14.171	13.724	1	31.05	0.132	6	31.105	30.755	1
202205122300	44693.95833	13.705	0.063	6	13.78	13.612	1	30.73	0.101	6	30.855	30.575	1
202205130000	44694	13.765	0.092	6	13.85	13.642	1	30.12	0.321	6	30.705	29.885	1
202205130100	44694.04167	13.707	0.046	6	13.797	13.677	1	30.155	0.063	6	30.195	30.025	1
202205130200	44694.08333	13.462	0.143	6	13.675	13.343	1	30.405	0.242	5	30.695	30.155	1
202205130300	44694.125	13.298	0.018	6	13.33	13.277	1	30.809	0.04	6	30.844	30.734	1
202205130400	44694.16667	13.308	0.005	6	13.315	13.303	1	30.699	0.023	6	30.724	30.674	1
202205130500	44694.20833	13.184	0.068	6	13.303	13.151	1	30.934	0.165	6	31.104	30.694	1
202205130600	44694.25	13.096	0.036	6	13.128	13.041	1	31.244	0.073	6	31.374	31.184	1
202205130700	44694.29167	13.041	0.015	6	13.062	13.022	1	31.469	0.017	6	31.484	31.434	1
202205130800	44694.33333	13.129	0.051	6	13.211	13.069	1	31.469	0.041	6	31.504	31.384	1
202205130900	44694.375	13.363	0.048	6	13.411	13.281	1	31.063	0.094	6	31.273	31.023	1
202205131000	44694.41667	13.506	0.06	6	13.593	13.436	1	31.003	0.029	6	31.043	30.973	1
202205131100	44694.45833	13.647	0.053	6	13.756	13.612	1	31.043	0.023	6	31.053	30.993	1
202205131200	44694.5	13.687	0.048	6	13.711	13.606	1	30.813	0.134	6	30.973	30.633	1
202205131300	44694.54167	13.629	0.048	6	13.717	13.611	1	30.843	0.123	6	30.893	30.623	1
202205131400	44694.58333	13.68	0.034	6	13.715	13.617	1	31.107	0.234	6	31.382	30.882	1
202205131500	44694.625	13.704	0.032	6	13.749	13.674	1	31.312	0.038	6	31.362	31.252	1
202205131600	44694.66667	13.766	0.036	6	13.823	13.724	1	31.317	0.073	6	31.332	31.142	1
202205131700	44694.70833	13.775	0.023	6	13.787	13.736	1	31.317	0.017	6	31.352	31.302	1
202205131800	44694.75	13.532	0.066	6	13.674	13.507	1	31.482	0.07	6	31.522	31.342	1
202205131900	44694.79167	13.501	0.005	6	13.507	13.494	1	31.542	0.01	6	31.552	31.522	1
202205132000	44694.83333	13.603	0.097	6	13.769	13.514	1	31.416	0.084	6	31.521	31.291	1
202205132100	44694.875	14.261	0.138	6	14.286	13.985	1	31.081	0.056	6	31.171	31.051	1
202205132200	44694.91667	14.302	0.053	6	14.39	14.262	1	31.031	0.01	6	31.041	31.011	1
202205132300	44694.95833	14.26	0.108	6	14.353	14.054	1	30.996	0.032	6	31.051	30.961	1
202205140000	44695	13.705	0.081	6	13.882	13.648	1	30.911	0.184	6	31.201	30.721	1
202205140100	44695.04167	13.717	0.048	6	13.767	13.634	1	30.661	0.186	6	30.991	30.481	1
202205140200	44695.08333	13.629	0.02	6	13.65	13.601	1	30.75	0.017	6	30.79	30.75	1
202205140300	44695.125	13.468	0.095	6	13.619	13.413	1	31.115	0.197	6	31.23	30.79	1
202205140400	44695.16667	13.408	0.01	6	13.418	13.391	1	31.25	0.005	6	31.26	31.25	1
202205140500	44695.20833	13.375	0.015	6	13.39	13.348	1	31.245	0.012	6	31.26	31.23	1
202205140600	44695.25	13.309	0.038	6	13.383	13.283	1	31.365	0.051	6	31.38	31.25	1
202205140700	44695.29167	13.324	0.006	6	13.332	13.315	1	31.364	0.013	6	31.369	31.339	1
202205140800	44695.33333	13.348	0.039	6	13.421	13.316	1	31.414	0.008	6	31.419	31.399	1
202205140900	44695.375	13.544	0.1	6	13.654	13.405	1	31.394	0.016	6	31.409	31.369	1
202205141000	44695.41667	13.828	0.123	6	13.979	13.676	1	31.309	0.05	6	31.359	31.229	1
202205141100	44695.45833	14.223	0.108	6	14.286	14.014	1	31.164	0.051	6	31.209	31.089	1
202205141200	44695.5	14.534	0.222	6	14.786	14.179	1	31.089	0.134	6	31.119	30.769	1
202205141300	44695.54167	14.517	0.04	6	14.592	14.485	1	30.423	0.118	6	30.588	30.238	1
202205141400	44695.58333	14.386	0.074	6	14.539	14.345	1	30.278	0.127	6	30.478	30.098	1
202205141500	44695.625	14.253	0.111	6	14.423	14.126	1	30.873	0.237	6	31.028	30.458	1
202205141600	44695.66667	14.17	0.024	6	14.212	14.142	1	31.023	0.015	6	31.038	30.998	1
202205141700	44695.70833	14.191	0.013	6	14.209	14.17	1	31.048	0.005	6	31.058	31.048	1
202205141800	44695.75	14.018	0.051	6	14.09	13.952	1	31.198	0.089	6	31.328	31.068	1
202205141900	44695.79167	13.952	0.045	6	14.004	13.886	1	31.302	0.023	6	31.337	31.277	1
202205142000	44695.83333	13.89	0.007	6	13.905	13.887	1	31.312	0.016	6	31.327	31.287	1
202205142100	44695.875	13.906	0.026	6	13.95	13.877	1	31.282	0.01	6	31.297	31.267	1
202205142200	44695.91667	13.962	0.011	6	13.972	13.942	1	31.267	0.055	6	31.287	31.157	1
202205142300	44695.95833	14.01	0.117	6	14.185	13.907	1	31.117	0.052	6	31.177	31.057	1
202205150000	44696	14.154	0.05	6	14.23	14.109	1	30.546	0.068	6	30.616	30.446	1
202205150100	44696.04167	14.38	0.107	6	14.463	14.202	1	30.341	0.218	6	30.746	30.176	1
202205150200	44696.08333	14.738	0.121	6	14.848	14.518	1	29.741	0.187	6	30.096	29.576	1
202205150300	44696.125	14.669	0.062	6	14.703	14.547	1	29.786	0.091	6	29.956	29.726	1
202205150400	44696.16667	14.303	0.069	6	14.403	14.222	1	30.231	0.115	6	30.396	30.086	1
202205150500	44696.20833	14.207	0.016	6	14.222	14.176	1	30.391	0.028	6	30.436	30.356	1
202205150600	44696.25	14.148	0.019	6	14.165	14.11	1	30.49	0.047	6	30.585	30.455	1
202205150700	44696.29167	13.942	0.073	6	14.076	13.894	1	30.865	0.132	6	30.935	30.605	1
202205150800	44696.33333	13.824	0.028	6	13.877	13.796	1	31.1	0.016	6	31.125	31.075	1
202205150900	44696.375	13.913	0.069	6	14.055	13.875	1	31.035	0.05	6	31.085	30.945	1
202205151000	44696.41667	14.296	0.134	6	14.479	14.122	1	30.795	0.097	6	30.915	30.705	1
202205151100	44696.45833	14.698	0.15	6	14.974	14.563	1	30.634	0.034	6	30.664	30.574	1
202205151200	44696.5	15.249	0.072	6	15.322	15.13	1	30.464	0.039	6	30.514	30.414	1
202205151300	44696.54167	15.57	0.09	6	15.655	15.39	1	30.504	0.217	6	30.514	30.044	1
202205151400	44696.58333	15.551	0.131	6	15.635	15.277	1	29.834	0.217	6	30.274	29.654	1
202205151500	44696.625	15.355	0.043	6	15.373	15.259	1	29.764	0.136	6	30.034	29.744	1
202205151600	44696.66667	15.114	0.077	6	15.171	14.95	1	30.169	0.036	6	30.244	30.144	1
202205151700	44696.70833	14.814	0.049	6	14.933	14.806	1	30.393	0.05	6	30.403	30.273	1
202205151800	44696.75	14.822	0.042	6	14.855	14.753	1	30.428	0.047	6	30.523	30.403	1
202205151900	44696.79167	14.643	0.073	6	14.784	14.57	1	30.913	0.127	6	31.053	30.693	1
202205152000	44696.83333	14.316	0.109	6	14.55	14.243	1	31.118	0.021	6	31.153	31.103	1
202205152100	44696.875	14.372	0.05	6	14.435	14.317	1	30.978	0.051	6	31.023	30.903	1
202205152200	44696.91667	14.715	0.242	6	15.001	14.444	1	30.643	0.191	6	30.903	30.473	1
202205152300	44696.95833	14.927	0.044	6	14.976	14.868	1	30.492	0.009	6	30.502	30.482	1
202205160000	44697	15.271	0.349	6	15.584	14.801	1	30.342	0.153	6	30.542	30.182	1
202205160100	44697.04167	15.987	0.086	6	16.024	15.802	1	29.987	0.061	6	30.102	29.962	1
202205160200	44697.08333	15.924	0.116	6	16.11	15.769	1	29.982	0.117	6	30.132	29.772	1
202205160300	44697.125	16.002	0.04	6	16.089	15.988	1	29.887	0.037	6	29.892	29.802	1
202205160400	44697.16667	15.722	0.237	6	15.967	15.443	1	30.031	0.101	6	30.141	29.911	1
202205160500	44697.20833	15.523	0.023	6	15.573	15.514	1	30.106	0.008	6	30.111	30.091	1
202205160600	44697.25	15.449	0.036	6	15.508	15.423	1	30.111	0.006	6	30.121	30.101	1
202205160700	44697.29167	15.159	0.119	6	15.403	15.087	1	30.291	0.074	6	30.361	30.151	1
202205160800	44697.33333	14.739	0.198	6	15.017	14.569	1	30.661	0.171	6	30.821	30.411	1
202205160900	44697.375	14.429	0.111	6	14.651	14.363	1	30.946	0.066	6	30.981	30.831	1
202205161000	44697.41667	14.903	0.077	6	14.999	14.789	1	30.685	0.039	6	30.75	30.66	1
202205161100	44697.45833	15.42	0.246	6	15.583	15.034	1	30.62	0.055	6	30.67	30.53	1
202205161200	44697.5	16.178	0.257	6	16.361	15.624	1	30.31	0.086	6	30.51	30.27	1
202205161300	44697.54167	16.315	0.121	6	16.444	16.088	1	30.27	0.025	6	30.32	30.25	1
202205161400	44697.58333	16.249	0.076	6	16.395	16.18	1	30.195	0.042	6	30.27	30.15	1
202205161500	44697.625	16.295	0.17	6	16.476	16.136	1	30.035	0.015	6	30.05	30.01	1
202205161600	44697.66667	16.1	0.036	6	16.159	16.05	1	30.094	0.155	6	30.149	29.759	1
202205161700	44697.70833	16	0.072	6	16.098	15.884	1	30.184	0.103	6	30.249	29.959	1
202205161800	44697.75	15.761	0.204	6	15.965	15.484	1	30.269	0.097	6	30.439	30.219	1
202205161900	44697.79167	15.453	0.053	6	15.498	15.356	1	30.519	0.033	6	30.579	30.499	1
202205162000	44697.83333	14.646	0.445	6	15.521	14.391	1	31.059	0.25	6	31.149	30.479	1
202205162100	44697.875	14.615	0.308	6	14.953	14.322	1	31.008	0.162	6	31.148	30.818	1
202205162200	44697.91667	14.427	0.098	6	14.543	14.301	1	31.058	0.061	6	31.158	31.018	1
202205162300	44697.95833	14.714	0.145	6	14.929	14.6	1	30.883	0.08	6	30.978	30.778	1
202205170000	44698	15.418	0.245	6	15.683	15.024	1	30.528	0.117	6	30.738	30.428	1
202205170100	44698.04167	15.866	0.052	6	15.94	15.795	1	30.348	0.03	6	30.368	30.288	1
202205170200	44698.08333	15.634	0.239	6	15.99	15.388	1	30.328	0.055	6	30.378	30.238	1
202205170300	44698.125	15.916	0.334	6	16.284	15.415	1	30.107	0.149	6	30.357	29.967	1
202205170400	44698.16667	15.987	0.078	6	16.015	15.803	1	30.067	0.043	6	30.167	30.057	1
202205170500	44698.20833	15.463	0.155	6	15.71	15.33	1	30.322	0.066	6	30.377	30.197	1
202205170600	44698.25	15.323	0.029	6	15.33	15.257	1	30.367	0.008	6	30.377	30.357	1
202205170700	44698.29167	15.115	0.262	6	15.371	14.855	1	30.537	0.191	6	30.737	30.357	1
202205170800	44698.33333	14.906	0.253	6	15.134	14.442	1	30.726	0.173	6	31.046	30.586	1
202205170900	44698.375	14.553	0.156	6	14.85	14.406	1	31.001	0.092	6	31.076	30.826	1
202205171000	44698.41667	14.653	0.109	6	14.783	14.506	1	31.006	0.048	6	31.076	30.956	1
202205171100	44698.45833	14.887	0.098	6	15.097	14.837	1	30.921	0.023	6	30.966	30.896	1
202205171200	44698.5	15.177	0.162	6	15.54	15.122	1	30.906	0.043	6	30.926	30.816	1
202205171300	44698.54167	16.19	0.251	6	16.542	15.858	1	30.506	0.092	6	30.686	30.456	1
202205171400	44698.58333	16.692	0.254	6	16.859	16.207	1	30.4	0.156	6	30.565	30.125	1
202205171500	44698.625	16.706	0.162	6	16.883	16.415	1	30.165	0.052	6	30.245	30.095	1
202205171600	44698.66667	16.698	0.133	6	16.947	16.673	1	29.975	0.049	6	29.995	29.875	1
202205171700	44698.70833	16.393	0.229	6	16.63	16.041	1	30.1	0.109	6	30.295	30.015	1
202205171800	44698.75	16.017	0.039	6	16.08	15.967	1	30.275	0.019	6	30.305	30.255	1
202205171900	44698.79167	15.58	0.187	6	15.924	15.526	1	30.625	0.196	6	30.685	30.265	1
202205172000	44698.83333	15.462	0.174	6	15.504	15.062	1	30.759	0.126	6	31.044	30.724	1
202205172100	44698.875	14.805	0.143	6	15.005	14.672	1	31.099	0.019	6	31.124	31.074	1
202205172200	44698.91667	14.774	0.114	6	14.933	14.682	1	31.059	0.065	6	31.104	30.964	1
202205172300	44698.95833	15.085	0.083	6	15.14	14.935	1	30.899	0.027	6	30.934	30.874	1
202205180000	44699	15.144	0.044	6	15.243	15.115	1	30.864	0.017	6	30.864	30.824	1
202205180100	44699.04167	16.21	0.487	6	16.511	15.395	1	30.423	0.22	6	30.763	30.263	1
