NIOZ jetty LON=4.789E   LAT=53.002N , depth of sensors -1.5 meter NAP.												
Intervals of 60 minutes 													
TM = YYYYMMDDHHmm (YYYY=year, MM=month, DD=day, HH=hour, mm=minute) in UTC													
ET = excel decimal time 													
T = median value of temperature from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
T_std = standard deviation of temperature within the interval 													
T_N = number of data points for temperature within the interval 													
T_max = maximum temperature within the interval 													
T_min = minimum temperature within the interval 													
T_flag = quality flag 													
S = median value of salinity from centered intervals (e.g. value at 10:00 is median from 9:30-10:30)													
S_std = standard deviation of salinity within the interval 													
S_N = number of data points for salinity within the interval 													
S_max = maximum salinity within the interval 													
S_min = minimum salinity within the interval 													
S_flag = quality flag 													
Quality flags:  -1=No flag available, 0=uncalibrated data, 1=OK, 1-2 : includes corrected data, 4-5 : includes missing data, fraction indicates how much missing or corrected data was incorporated (low end: none, high end: all), 9=missing 
Temperature in [degrees Celsius], Salinity in [PSU]												
													
TM 	ET 	T 	T_std 	T_N 	T_max 	T_min 	T_flag 	S 	S_std 	S_N 	S_max 	S_min 	S_flag 
202207101900	44752.79167	19.349	0.012	6	19.354	19.321	1	30.032	0.045	6	30.062	29.932	1
202207102000	44752.83333	19.313	0.036	6	19.39	19.289	1	30.012	0.112	6	30.072	29.762	1
202207102100	44752.875	19.379	0.036	6	19.459	19.357	1	29.697	0.142	6	29.762	29.412	1
202207102200	44752.91667	19.447	0.03	6	19.473	19.397	1	29.333	0.016	6	29.343	29.303	1
202207102300	44752.95833	19.4	0.007	6	19.409	19.388	1	29.153	0.07	6	29.293	29.113	1
202207110000	44753	19.341	0.014	6	19.36	19.323	1	29.248	0.032	6	29.263	29.183	1
202207110100	44753.04167	19.364	0.007	6	19.367	19.349	1	29.163	0.021	6	29.173	29.113	1
202207110200	44753.08333	19.366	0.007	6	19.38	19.362	1	29.098	0.035	6	29.183	29.093	1
202207110300	44753.125	19.358	0.018	6	19.388	19.346	1	29.104	0.042	6	29.154	29.044	1
202207110400	44753.16667	19.329	0.026	6	19.342	19.279	1	29.374	0.207	6	29.654	29.084	1
202207110500	44753.20833	19.235	0.018	6	19.254	19.204	1	29.824	0.092	6	29.974	29.714	1
202207110600	44753.25	19.227	0.019	6	19.26	19.21	1	29.824	0.141	6	29.934	29.544	1
202207110700	44753.29167	19.334	0.021	6	19.347	19.292	1	29.364	0.049	6	29.434	29.324	1
202207110800	44753.33333	19.37	0.021	6	19.404	19.346	1	29.319	0.065	6	29.454	29.294	1
202207110900	44753.375	19.362	0.025	6	19.407	19.342	1	29.435	0.038	6	29.445	29.345	1
202207111000	44753.41667	19.36	0.072	6	19.442	19.255	1	29.29	0.023	6	29.315	29.255	1
202207111100	44753.45833	19.637	0.057	6	19.734	19.568	1	29.21	0.036	6	29.285	29.205	1
202207111200	44753.5	19.417	0.046	6	19.492	19.37	1	29.305	0.016	6	29.325	29.275	1
202207111300	44753.54167	19.5	0.061	6	19.581	19.418	1	29.28	0.023	6	29.295	29.235	1
202207111400	44753.58333	19.7	0.111	6	19.86	19.565	1	29.136	0.057	6	29.266	29.106	1
202207111500	44753.625	19.89	0.035	6	19.931	19.836	1	29.146	0.008	6	29.156	29.136	1
202207111600	44753.66667	19.98	0.155	6	20.02	19.653	1	29.146	0.223	6	29.686	29.136	1
202207111700	44753.70833	19.571	0.06	6	19.605	19.462	1	30.046	0.094	6	30.126	29.896	1
202207111800	44753.75	19.42	0.044	6	19.451	19.325	1	30.261	0.097	6	30.486	30.226	1
202207111900	44753.79167	19.502	0.087	6	19.564	19.362	1	30.021	0.263	6	30.416	29.796	1
202207112000	44753.83333	19.577	0.007	6	19.581	19.561	1	29.662	0.057	6	29.767	29.617	1
202207112100	44753.875	19.489	0.029	6	19.548	19.466	1	29.652	0.038	6	29.687	29.587	1
202207112200	44753.91667	19.989	0.154	6	20.09	19.663	1	29.417	0.066	6	29.557	29.387	1
202207112300	44753.95833	20.029	0.094	6	20.094	19.85	1	29.342	0.039	6	29.377	29.277	1
202207120000	44754	19.638	0.2	6	19.959	19.466	1	29.272	0.052	6	29.387	29.247	1
202207120100	44754.04167	19.409	0.05	6	19.516	19.399	1	29.473	0.031	6	29.518	29.438	1
202207120200	44754.08333	19.397	0.009	6	19.415	19.388	1	29.398	0.025	6	29.418	29.358	1
202207120300	44754.125	19.392	0.01	6	19.401	19.375	1	29.343	0.073	6	29.368	29.188	1
202207120400	44754.16667	19.423	0.009	6	19.431	19.405	1	29.053	0.019	6	29.088	29.038	1
202207120500	44754.20833	19.401	0.014	6	19.417	19.38	1	29.308	0.094	6	29.368	29.098	1
202207120600	44754.25	19.374	0.013	6	19.389	19.352	1	29.588	0.149	6	29.898	29.488	1
202207120700	44754.29167	19.381	0.015	6	19.398	19.363	1	29.699	0.036	6	29.739	29.639	1
202207120800	44754.33333	19.456	0.04	6	19.508	19.401	1	29.624	0.124	6	29.889	29.559	1
202207120900	44754.375	19.681	0.126	6	19.845	19.522	1	29.524	0.058	6	29.599	29.469	1
202207121000	44754.41667	19.886	0.084	6	20.002	19.77	1	29.439	0.051	6	29.529	29.369	1
202207121100	44754.45833	20.155	0.077	6	20.262	20.059	1	29.374	0.019	6	29.399	29.349	1
202207121200	44754.5	20.237	0.136	6	20.478	20.127	1	29.325	0.042	6	29.35	29.24	1
202207121300	44754.54167	19.843	0.127	6	20.062	19.717	1	29.34	0.057	6	29.43	29.3	1
202207121400	44754.58333	19.849	0.06	6	19.896	19.747	1	29.39	0.052	6	29.43	29.28	1
202207121500	44754.625	19.921	0.035	6	19.963	19.872	1	29.23	0.055	6	29.35	29.22	1
202207121600	44754.66667	19.979	0.008	6	19.987	19.966	1	29.205	0.015	6	29.23	29.19	1
202207121700	44754.70833	19.901	0.125	6	19.973	19.686	1	29.26	0.447	6	30.19	29.18	1
202207121800	44754.75	19.488	0.159	6	19.707	19.362	1	30.761	0.548	6	31.221	30.051	1
202207121900	44754.79167	19.338	0.068	6	19.44	19.255	1	31.216	0.218	6	31.481	30.891	1
202207122000	44754.83333	19.329	0.113	6	19.474	19.17	1	31.161	0.469	6	31.751	30.501	1
202207122100	44754.875	19.539	0.018	6	19.568	19.526	1	30.231	0.021	6	30.261	30.201	1
202207122200	44754.91667	19.709	0.159	6	19.901	19.571	1	30.141	0.041	6	30.201	30.081	1
202207122300	44754.95833	20.091	0.063	6	20.153	19.979	1	29.832	0.144	6	30.082	29.732	1
202207130000	44755	20.1	0.028	6	20.139	20.068	1	29.572	0.076	6	29.692	29.492	1
202207130100	44755.04167	19.73	0.122	6	20.015	19.703	1	29.472	0.038	6	29.512	29.422	1
202207130200	44755.08333	19.695	0.013	6	19.71	19.678	1	29.462	0.026	6	29.482	29.422	1
202207130300	44755.125	19.675	0.004	6	19.676	19.665	1	29.417	0.012	6	29.432	29.402	1
202207130400	44755.16667	19.641	0.023	6	19.688	19.635	1	29.492	0.026	6	29.522	29.452	1
202207130500	44755.20833	19.639	0.064	6	19.646	19.511	1	29.503	0.308	6	30.113	29.483	1
202207130600	44755.25	19.369	0.107	6	19.563	19.323	1	31.043	0.593	6	31.233	29.963	1
202207130700	44755.29167	19.39	0.102	6	19.5	19.235	1	30.893	0.398	6	31.503	30.463	1
202207130800	44755.33333	19.237	0.098	6	19.391	19.144	1	31.643	0.267	6	31.893	31.263	1
202207130900	44755.375	19.565	0.048	6	19.604	19.471	1	30.988	0.121	6	31.203	30.843	1
202207131000	44755.41667	19.841	0.102	6	19.918	19.643	1	30.963	0.18	6	31.023	30.563	1
202207131100	44755.45833	20.46	0.501	5	21.276	20.012	4.167	30.084	0.264	5	30.654	30.034	4.167
202207131200	44755.5	20.45	0.281	6	20.734	20.052	1	29.953	0.12	6	30.043	29.703	1
202207131300	44755.54167	20.651	0.117	6	20.808	20.52	1	30.093	0.069	6	30.173	29.973	1
202207131400	44755.58333	20.235	0.075	6	20.413	20.232	1	29.877	0.076	6	30.022	29.822	1
202207131500	44755.625	20.214	0.011	6	20.232	20.204	1	29.746	0.033	6	29.791	29.691	1
202207131600	44755.66667	20.186	0.032	6	20.221	20.124	1	29.726	0.019	6	29.761	29.711	1
202207131700	44755.70833	20.177	0.02	6	20.191	20.141	1	29.72	0.036	6	29.74	29.64	1
202207131800	44755.75	20.107	0.017	6	20.118	20.073	1	30.37	0.068	6	30.51	30.34	1
202207131900	44755.79167	19.992	0.218	6	20.066	19.516	1	30.859	0.371	6	31.559	30.589	1
202207132000	44755.83333	19.669	0.086	6	19.746	19.517	1	31.268	0.146	6	31.528	31.168	1
202207132100	44755.875	19.6	0.057	6	19.68	19.529	1	31.143	0.204	6	31.458	30.908	1
202207132200	44755.91667	19.675	0.034	6	19.683	19.609	1	30.947	0.05	6	31.017	30.887	1
202207132300	44755.95833	19.833	0.117	6	19.938	19.629	1	30.497	0.251	6	30.867	30.237	1
202207140000	44756	19.867	0.042	6	19.935	19.834	1	30.246	0.068	6	30.286	30.096	1
202207140100	44756.04167	19.983	0.058	6	20.013	19.851	1	29.97	0.087	6	30.125	29.915	1
202207140200	44756.08333	19.909	0.054	6	20.027	19.877	1	29.905	0.061	6	30.015	29.845	1
202207140300	44756.125	20.013	0.037	6	20.036	19.945	1	29.989	0.051	6	30.014	29.894	1
202207140400	44756.16667	19.884	0.039	6	19.93	19.822	1	29.829	0.048	6	29.904	29.774	1
202207140500	44756.20833	19.801	0.006	6	19.809	19.793	1	29.713	0.041	6	29.783	29.663	1
202207140600	44756.25	19.701	0.09	6	19.807	19.57	1	30.023	0.304	6	30.403	29.603	1
202207140700	44756.29167	19.438	0.005	6	19.444	19.429	1	30.752	0.085	6	30.812	30.602	1
202207140800	44756.33333	19.343	0.033	6	19.391	19.312	1	31.416	0.237	6	31.761	31.071	1
202207140900	44756.375	19.415	0.057	6	19.49	19.364	1	31.401	0.155	6	31.621	31.251	1
202207141000	44756.41667	19.577	0.021	6	19.602	19.545	1	30.96	0.073	6	31.06	30.88	1
202207141100	44756.45833	19.664	0.049	6	19.728	19.611	1	30.855	0.016	6	30.87	30.83	1
202207141200	44756.5	20.061	0.105	6	20.102	19.823	1	30.354	0.186	6	30.769	30.259	1
202207141300	44756.54167	20.214	0.109	6	20.376	20.139	1	30.218	0.113	6	30.388	30.068	1
202207141400	44756.58333	20.354	0.061	6	20.428	20.28	1	30.133	0.053	6	30.208	30.078	1
202207141500	44756.625	20.279	0.023	6	20.334	20.273	1	30.172	0.069	6	30.217	30.057	1
202207141600	44756.66667	20.226	0.022	6	20.276	20.219	1	30.142	0.037	6	30.187	30.107	1
202207141700	44756.70833	20.197	0.033	6	20.222	20.131	1	30.071	0.104	6	30.156	29.866	1
202207141800	44756.75	20.106	0.007	6	20.116	20.097	1	29.755	0.014	6	29.775	29.735	1
202207141900	44756.79167	19.964	0.072	6	20.097	19.924	1	30.365	0.339	6	30.565	29.775	1
202207142000	44756.83333	19.92	0.073	6	19.961	19.782	1	30.449	0.261	6	30.984	30.344	1
202207142100	44756.875	19.684	0.045	6	19.734	19.616	1	31.044	0.134	6	31.214	30.894	1
202207142200	44756.91667	19.659	0.054	6	19.724	19.61	1	30.848	0.241	6	31.133	30.613	1
202207142300	44756.95833	19.803	0.024	6	19.823	19.759	1	30.412	0.069	6	30.532	30.352	1
202207150000	44757	19.665	0.063	6	19.791	19.626	1	30.277	0.103	6	30.452	30.152	1
202207150100	44757.04167	19.776	0.05	6	19.853	19.695	1	30.011	0.076	6	30.121	29.911	1
202207150200	44757.08333	19.788	0.03	6	19.848	19.757	1	29.871	0.027	6	29.921	29.841	1
202207150300	44757.125	19.737	0.17	6	19.965	19.519	1	30.035	0.131	6	30.32	29.96	1
202207150400	44757.16667	19.951	0.009	6	19.964	19.938	1	30.27	0.056	6	30.35	30.23	1
202207150500	44757.20833	19.864	0.033	6	19.888	19.798	1	30.019	0.082	6	30.199	29.979	1
202207150600	44757.25	19.773	0.031	6	19.788	19.704	1	29.818	0.055	6	29.908	29.788	1
202207150700	44757.29167	19.619	0.096	6	19.769	19.541	1	30.203	0.219	6	30.338	29.828	1
202207150800	44757.33333	19.517	0.145	6	19.626	19.223	1	30.412	0.279	6	30.967	30.197	1
202207150900	44757.375	19.237	0.056	6	19.268	19.144	1	31.307	0.073	6	31.397	31.197	1
202207151000	44757.41667	19.296	0.04	6	19.369	19.271	1	31.456	0.098	6	31.546	31.276	1
202207151100	44757.45833	19.446	0.067	6	19.522	19.368	1	31.205	0.053	6	31.225	31.085	1
202207151200	44757.5	19.692	0.071	6	19.767	19.574	1	30.845	0.192	6	31.115	30.575	1
202207151300	44757.54167	19.855	0.067	6	20.011	19.831	1	30.634	0.077	6	30.734	30.504	1
202207151400	44757.58333	20.137	0.046	6	20.213	20.1	1	30.289	0.104	6	30.444	30.214	1
202207151500	44757.625	20.186	0.019	6	20.216	20.165	1	30.148	0.05	6	30.183	30.053	1
202207151600	44757.66667	20.173	0.02	6	20.184	20.128	1	30.442	0.066	6	30.492	30.322	1
202207151700	44757.70833	20.135	0.017	6	20.157	20.117	1	30.392	0.024	6	30.432	30.362	1
202207151800	44757.75	20.027	0.047	6	20.107	19.989	1	30.206	0.127	6	30.401	30.101	1
202207151900	44757.79167	19.936	0.021	6	19.976	19.911	1	29.901	0.095	6	30.061	29.841	1
202207152000	44757.83333	19.879	0.025	6	19.928	19.865	1	30.03	0.162	6	30.2	29.86	1
202207152100	44757.875	19.822	0.062	6	19.859	19.693	1	30.189	0.188	6	30.629	30.129	1
202207152200	44757.91667	19.578	0.026	6	19.593	19.537	1	30.774	0.145	6	30.919	30.569	1
202207152300	44757.95833	19.466	0.028	6	19.505	19.432	1	30.988	0.125	6	31.148	30.828	1
202207160000	44758	19.615	0.096	6	19.715	19.445	1	30.558	0.253	6	30.908	30.238	1
202207160100	44758.04167	19.639	0.055	6	19.719	19.573	1	30.297	0.063	6	30.397	30.217	1
202207160200	44758.08333	19.59	0.062	6	19.646	19.508	1	30.262	0.089	6	30.427	30.207	1
202207160300	44758.125	19.452	0.031	6	19.495	19.412	1	30.266	0.063	6	30.346	30.156	1
202207160400	44758.16667	19.702	0.089	6	19.771	19.56	1	30.155	0.085	6	30.285	30.075	1
202207160500	44758.20833	19.767	0.02	6	19.795	19.738	1	30.19	0.07	6	30.255	30.075	1
202207160600	44758.25	19.647	0.057	6	19.733	19.606	1	30.019	0.053	6	30.074	29.934	1
202207160700	44758.29167	19.617	0.126	6	19.641	19.313	1	29.929	0.295	6	30.644	29.904	1
202207160800	44758.33333	19.206	0.099	6	19.33	19.119	1	30.868	0.279	6	31.113	30.533	1
202207160900	44758.375	19.124	0.073	6	19.148	18.956	1	31.152	0.148	6	31.502	31.112	1
202207161000	44758.41667	19.02	0.028	6	19.03	18.955	1	31.812	0.072	6	31.902	31.742	1
202207161100	44758.45833	19.115	0.033	6	19.136	19.051	1	31.761	0.062	6	31.851	31.681	1
202207161200	44758.5	19.223	0.064	6	19.345	19.179	1	31.566	0.075	6	31.601	31.401	1
202207161300	44758.54167	19.548	0.092	6	19.703	19.451	1	31.17	0.161	6	31.34	30.89	1
202207161400	44758.58333	19.828	0.056	6	19.881	19.73	1	30.689	0.13	6	30.899	30.579	1
202207161500	44758.625	20.012	0.122	6	20.177	19.875	1	30.624	0.19	6	30.899	30.429	1
202207161600	44758.66667	20.119	0.062	6	20.198	20.016	1	30.428	0.047	6	30.518	30.388	1
202207161700	44758.70833	19.969	0.031	6	19.978	19.897	1	30.738	0.043	6	30.758	30.658	1
202207161800	44758.75	19.954	0.006	6	19.961	19.945	1	30.692	0.015	6	30.717	30.677	1
202207161900	44758.79167	19.987	0.018	6	20.009	19.959	1	30.156	0.241	6	30.696	30.076	1
202207162000	44758.83333	19.96	0.014	6	19.975	19.937	1	30.036	0.029	6	30.096	30.016	1
202207162100	44758.875	19.911	0.016	6	19.925	19.881	1	30.015	0.012	6	30.035	30.005	1
202207162200	44758.91667	19.791	0.048	6	19.841	19.722	1	30.265	0.068	6	30.355	30.175	1
202207162300	44758.95833	19.773	0.028	6	19.823	19.749	1	30.254	0.031	5	30.284	30.204	1
202207170000	44759	19.776	0.016	6	19.805	19.767	1	30.174	0.047	6	30.244	30.114	1
202207170100	44759.04167	19.8	0.009	6	19.811	19.786	1	30.048	0.025	6	30.103	30.033	1
202207170200	44759.08333	19.725	0.042	6	19.758	19.657	1	29.972	0.041	5	30.032	29.922	1
202207170300	44759.125	19.638	0.047	6	19.659	19.546	1	29.997	0.053	6	30.062	29.902	1
202207170400	44759.16667	19.547	0.029	6	19.566	19.483	1	30.161	0.044	6	30.221	30.121	1
202207170500	44759.20833	19.589	0.014	6	19.607	19.567	1	30.681	0.181	6	30.741	30.351	1
202207170600	44759.25	19.61	0.026	6	19.662	19.598	1	30.65	0.065	6	30.71	30.57	1
202207170700	44759.29167	19.722	0.038	6	19.754	19.648	1	30.174	0.171	6	30.549	30.069	1
202207170800	44759.33333	19.773	0.014	6	19.783	19.749	1	30.079	0.052	5	30.169	30.039	1
202207170900	44759.375	19.614	0.15	6	19.757	19.464	1	30.478	0.265	6	30.758	30.238	1
202207171000	44759.41667	19.428	0.12	6	19.482	19.193	1	30.898	0.341	6	31.608	30.778	1
202207171100	44759.45833	19.217	0.062	6	19.309	19.141	1	31.717	0.063	6	31.787	31.627	1
202207171200	44759.5	19.363	0.115	6	19.573	19.247	1	31.636	0.264	6	31.786	31.096	1
202207171300	44759.54167	19.654	0.114	6	19.845	19.541	1	31.206	0.068	6	31.306	31.106	1
202207171400	44759.58333	20.465	0.414	6	20.884	19.949	1	30.825	0.217	6	31.205	30.705	1
202207171500	44759.625	20.895	0.092	6	21.06	20.803	1	30.71	0.282	6	30.745	30.025	1
202207171600	44759.66667	21.359	0.159	6	21.464	21.013	1	30.694	0.038	6	30.754	30.654	1
202207171700	44759.70833	20.939	0.289	6	21.43	20.632	1	30.628	0.045	6	30.673	30.553	1
202207171800	44759.75	20.32	0.063	6	20.47	20.303	1	30.673	0.035	5	30.703	30.613	1
202207171900	44759.79167	20.265	0.022	6	20.301	20.25	1	30.582	0.034	6	30.632	30.552	1
202207172000	44759.83333	20.231	0.009	6	20.242	20.221	1	30.432	0.02	5	30.442	30.392	1
202207172100	44759.875	20.2	0.011	6	20.219	20.189	1	30.171	0.096	6	30.321	30.021	1
202207172200	44759.91667	20.172	0.066	6	20.194	20.039	1	30.091	0.204	5	30.511	30.081	1
202207172300	44759.95833	19.939	0.028	6	19.98	19.897	1	30.635	0.102	6	30.68	30.41	1
202207180000	44760	19.818	0.059	6	19.939	19.793	1	30.689	0.066	5	30.719	30.569	1
202207180100	44760.04167	19.945	0.063	6	19.995	19.82	1	30.309	0.148	5	30.609	30.239	1
202207180200	44760.08333	19.997	0.016	6	20.017	19.974	1	30.168	0.031	5	30.218	30.138	1
202207180300	44760.125	19.906	0.048	6	19.97	19.844	1	30.143	0.01	6	30.158	30.128	1
202207180400	44760.16667	19.923	0.073	6	19.986	19.787	1	30.287	0.07	5	30.407	30.217	1
202207180500	44760.20833	19.965	0.024	6	20.014	19.949	1	30.356	0.054	6	30.476	30.326	1
202207180600	44760.25	20.051	0.005	6	20.056	20.041	1	30.606	0.028	5	30.636	30.566	1
202207180700	44760.29167	20.051	0.008	6	20.07	20.047	1	30.465	0.045	5	30.525	30.405	1
202207180800	44760.33333	20.09	0.012	6	20.107	20.073	1	30.29	0.071	6	30.415	30.195	1
202207180900	44760.375	20.111	0.048	6	20.143	20.027	1	30.244	0.054	5	30.294	30.154	1
202207181000	44760.41667	19.756	0.1	6	19.875	19.573	1	30.673	0.259	5	31.153	30.453	1
202207181100	44760.45833	19.5	0.067	6	19.631	19.452	1	31.403	0.131	6	31.663	31.263	1
202207181200	44760.5	19.417	0.095	6	19.614	19.364	1	31.792	0.172	5	31.842	31.432	1
202207181300	44760.54167	19.534	0.07	6	19.659	19.459	1	31.802	0.028	5	31.862	31.792	1
202207181400	44760.58333	19.928	0.169	6	20.161	19.751	1	31.391	0.096	6	31.561	31.321	1
202207181500	44760.625	21.079	0.366	6	21.336	20.409	1	30.915	0.17	6	31.25	30.8	1
202207181600	44760.66667	20.997	0.241	6	21.418	20.774	1	30.56	0.139	5	30.85	30.5	1
202207181700	44760.70833	21.672	0.334	6	22.075	21.093	1	30.739	0.053	5	30.799	30.669	1
202207181800	44760.75	21.099	0.277	6	21.466	20.807	1	30.609	0.048	5	30.679	30.559	1
202207181900	44760.79167	20.763	0.038	6	20.797	20.71	1	30.648	0.04	5	30.658	30.578	1
202207182000	44760.83333	20.697	0.014	6	20.711	20.67	1	30.588	0.058	5	30.618	30.468	1
202207182100	44760.875	20.567	0.02	6	20.612	20.556	1	30.227	0.062	5	30.347	30.197	1
202207182200	44760.91667	20.563	0.005	6	20.574	20.558	1	30.166	0.135	5	30.186	29.866	1
202207182300	44760.95833	20.339	0.168	6	20.553	20.192	1	30.156	0.076	3	30.256	30.106	1
202207190000	44761	20.264	0.066	6	20.307	20.125	1	30.225	0.243	5	30.525	29.855	1
202207190100	44761.04167	20.04	0.056	6	20.162	20.002	1	30.675	0.597	3	30.775	29.695	1
202207190200	44761.08333	20.253	0.033	6	20.293	20.199	1	30.184	0.407	5	30.424	29.394	1
202207190300	44761.125	20.216	0.024	6	20.244	20.178	1	30.143	0.297	3	30.323	29.743	1
202207190400	44761.16667	20.597	0.202	6	20.768	20.239	1	30.203	0.25	3	30.603	30.143	1
202207190500	44761.20833	20.587	0.097	6	20.689	20.479	1	30.232	0.436	4	30.562	29.612	1
202207190600	44761.25	20.587	0.066	6	20.674	20.53	1	30.432	0.58	5	30.552	29.372	1
202207190700	44761.29167	20.737	0.022	6	20.776	20.721	1	29.796	0.5	6	30.711	29.391	1
202207190800	44761.33333	20.734	0.033	6	20.803	20.708	1	30.22	0.255	2	30.4	30.04	1
202207190900	44761.375	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	9	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	9
202207191000	44761.41667	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	9	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	9
202207191100	44761.45833	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	9	    NaN 	    NaN 	    NaN 	    NaN 	    NaN 	9
202207191200	44761.5	19.771	0.078	5	19.855	19.685	1	31.843	0.499	6	31.958	30.658	1
202207191300	44761.54167	19.718	0.148	5	19.998	19.618	1	32.008	0.097	5	32.108	31.858	1
202207191400	44761.58333	20.542	0.19	6	20.62	20.126	1	31.328	0.177	6	31.728	31.288	1
202207191500	44761.625	20.756	0.087	6	20.89	20.645	1	31.273	0.065	6	31.398	31.228	1
202207191600	44761.66667	21.342	0.262	6	21.705	20.956	1	30.902	0.092	6	30.957	30.737	1
202207191700	44761.70833	21.364	0.081	6	21.445	21.24	1	30.782	0.132	6	31.067	30.697	1
202207191800	44761.75	21.976	0.351	6	22.555	21.515	1	30.887	0.04	6	30.957	30.857	1
202207191900	44761.79167	21.634	0.045	6	21.707	21.602	1	30.887	0.029	6	30.917	30.837	1
202207192000	44761.83333	21.572	0.057	6	21.667	21.521	1	30.851	0.041	6	30.926	30.826	1
202207192100	44761.875	21.447	0.068	6	21.564	21.395	1	30.761	0.056	6	30.856	30.716	1
202207192200	44761.91667	21.273	0.094	6	21.419	21.215	1	30.566	0.104	6	30.716	30.446	1
202207192300	44761.95833	21.22	0.111	6	21.225	20.95	1	30.416	0.106	6	30.676	30.406	1
202207200000	44762	20.73	0.207	6	20.951	20.434	1	30.841	0.244	6	31.226	30.596	1
202207200100	44762.04167	20.554	0.062	6	20.624	20.469	1	31.115	0.076	6	31.225	31.035	1
202207200200	44762.08333	20.639	0.18	6	20.918	20.529	1	31.04	0.172	6	31.185	30.785	1
202207200300	44762.125	20.864	0.006	6	20.872	20.857	1	30.745	0.024	6	30.795	30.725	1
202207200400	44762.16667	20.984	0.277	6	21.453	20.74	1	30.78	0.033	6	30.835	30.745	1
202207200500	44762.20833	21.537	0.219	6	21.768	21.138	1	30.815	0.049	6	30.835	30.705	1
202207200600	44762.25	21.267	0.11	6	21.412	21.137	1	30.759	0.023	6	30.794	30.744	1
202207200700	44762.29167	21.474	0.12	6	21.531	21.214	1	30.774	0.011	6	30.794	30.764	1
202207200800	44762.33333	21.352	0.024	6	21.378	21.318	1	30.714	0.015	6	30.724	30.684	1
202207200900	44762.375	21.3	0.043	6	21.356	21.231	1	30.694	0.033	6	30.734	30.634	1
202207201000	44762.41667	21.272	0.032	6	21.332	21.251	1	30.613	0.02	6	30.633	30.583	1
202207201100	44762.45833	20.992	0.087	6	21.07	20.842	1	30.788	0.102	6	30.983	30.763	1
202207201200	44762.5	20.604	0.237	6	20.76	20.178	1	31.373	0.311	6	31.883	31.173	1
202207201300	44762.54167	20.48	0.121	6	20.602	20.318	1	31.748	0.089	6	31.773	31.543	1
202207201400	44762.58333	20.347	0.067	6	20.398	20.217	1	31.908	0.066	6	32.023	31.833	1
202207201500	44762.625	20.31	0.309	6	20.813	20.107	1	31.962	0.165	6	32.102	31.722	1
202207201600	44762.66667	21.511	0.199	6	21.874	21.27	1	31.327	0.101	6	31.452	31.162	1
202207201700	44762.70833	22.172	0.173	6	22.268	21.851	1	31.042	0.057	6	31.162	31.022	1
202207201800	44762.75	21.929	0.095	6	22.136	21.876	1	31.062	0.024	6	31.092	31.022	1
202207201900	44762.79167	21.608	0.286	6	21.976	21.33	1	31.032	0.065	6	31.092	30.952	1
202207202000	44762.83333	21.424	0.054	6	21.486	21.337	1	30.721	0.113	6	30.991	30.711	1
202207202100	44762.875	21.204	0.033	6	21.267	21.184	1	30.726	0.018	6	30.751	30.701	1
202207202200	44762.91667	21.117	0.104	6	21.199	20.985	1	30.836	0.048	6	30.891	30.781	1
202207202300	44762.95833	20.965	0.01	6	20.98	20.955	1	30.901	0.006	6	30.911	30.891	1
202207210000	44763	20.884	0.174	6	20.95	20.525	1	30.905	0.257	6	31.48	30.89	1
202207210100	44763.04167	20.46	0.057	6	20.525	20.366	1	31.61	0.14	6	31.77	31.4	1
202207210200	44763.08333	20.408	0.034	6	20.447	20.367	1	31.62	0.048	6	31.7	31.59	1
202207210300	44763.125	20.462	0.026	6	20.498	20.43	1	31.52	0.034	6	31.58	31.49	1
202207210400	44763.16667	20.495	0.036	6	20.557	20.472	1	31.425	0.072	6	31.49	31.31	1
202207210500	44763.20833	20.821	0.161	6	20.959	20.552	1	31.089	0.157	6	31.339	30.949	1
202207210600	44763.25	20.883	0.016	6	20.9	20.854	1	31.019	0.029	6	31.049	30.969	1
202207210700	44763.29167	21.058	0.116	6	21.147	20.87	1	30.959	0.043	6	31.019	30.919	1
202207210800	44763.33333	21.382	0.117	6	21.437	21.16	1	30.819	0.063	6	30.929	30.779	1
202207210900	44763.375	21.249	0.041	6	21.268	21.174	1	30.793	0.01	6	30.808	30.788	1
202207211000	44763.41667	21.121	0.114	6	21.179	20.926	1	30.853	0.057	6	30.938	30.808	1
202207211100	44763.45833	20.925	0.14	6	20.93	20.581	1	30.918	0.188	6	31.378	30.908	1
202207211200	44763.5	20.531	0.011	6	20.538	20.507	1	31.438	0.026	6	31.498	31.428	1
202207211300	44763.54167	20.187	0.149	6	20.512	20.123	1	31.913	0.188	6	31.988	31.498	1
202207211400	44763.58333	20.036	0.02	6	20.073	20.023	1	32.132	0.048	6	32.157	32.037	1
202207211500	44763.625	20.06	0.036	6	20.105	20.023	1	32.082	0.071	6	32.157	31.987	1
202207211600	44763.66667	20.134	0.011	6	20.145	20.119	1	31.957	0.012	6	31.977	31.947	1
202207211700	44763.70833	20.098	0.033	6	20.162	20.062	1	31.977	0.044	6	31.977	31.867	1
202207211800	44763.75	20.227	0.115	6	20.413	20.143	1	31.662	0.154	6	31.817	31.467	1
