file,specimen,treatment,peakID,peak_interval,depth
G737_sub_peakid.csv,G737,subtidal,peakID_2,peak 6,2323.75256
G737_sub_peakid.csv,G737,subtidal,peakID_2,interval 5,2426.657571
G737_sub_peakid.csv,G737,subtidal,peakID_2,peak 5,3519.5387720000003
G737_sub_peakid.csv,G737,subtidal,peakID_2,interval 4,3619.541483
G737_sub_peakid.csv,G737,subtidal,peakID_2,peak 4,4224.1909590000005
G737_sub_peakid.csv,G737,subtidal,peakID_2,interval 3,5224.13051
G737_sub_peakid.csv,G737,subtidal,peakID_2,peak 3,5372.020367
G737_sub_peakid.csv,G737,subtidal,peakID_2,interval 2,5472.3586190000005
G737_sub_peakid.csv,G737,subtidal,peakID_2,peak 2,6538.593734
G737_sub_peakid.csv,G737,subtidal,peakID_2,interval 1,6642.250549
G737_sub_peakid.csv,G737,subtidal,peakID_2,peak 1,8338.871457
G737_sub_peakid.csv,G737,subtidal,peakID_2,interval 0,8438.857691000001
G737_sub_peakid.csv,G737,subtidal,peakID_3,interval 7,0.428265
G737_sub_peakid.csv,G737,subtidal,peakID_3,peak 7,1060.316632
G737_sub_peakid.csv,G737,subtidal,peakID_3,interval 6,1250.758417
G737_sub_peakid.csv,G737,subtidal,peakID_3,peak 6,2323.75256
G737_sub_peakid.csv,G737,subtidal,peakID_3,interval 5,2426.657571
G737_sub_peakid.csv,G737,subtidal,peakID_3,peak 5,3519.5387720000003
G737_sub_peakid.csv,G737,subtidal,peakID_3,interval 4,3619.541483
G737_sub_peakid.csv,G737,subtidal,peakID_3,peak 4,4224.1909590000005
G737_sub_peakid.csv,G737,subtidal,peakID_3,interval 3,5224.13051
G737_sub_peakid.csv,G737,subtidal,peakID_3,peak 3,5372.020367
G737_sub_peakid.csv,G737,subtidal,peakID_3,interval 2,5472.3586190000005
G737_sub_peakid.csv,G737,subtidal,peakID_3,peak 2,6538.593734
G737_sub_peakid.csv,G737,subtidal,peakID_3,interval 1,6642.250549
G737_sub_peakid.csv,G737,subtidal,peakID_3,peak 1,8338.871457
G737_sub_peakid.csv,G737,subtidal,peakID_3,interval 0,8438.857691000001
G737_sub_peakid.csv,G737,subtidal,peakID_4,interval 7,0.428265
G737_sub_peakid.csv,G737,subtidal,peakID_4,peak 7,237.258903
G737_sub_peakid.csv,G737,subtidal,peakID_4,peak 6,1230.123641
G737_sub_peakid.csv,G737,subtidal,peakID_4,interval 5,1250.758417
G737_sub_peakid.csv,G737,subtidal,peakID_4,peak 5,2323.75256
G737_sub_peakid.csv,G737,subtidal,peakID_4,interval 4,2426.657571
G737_sub_peakid.csv,G737,subtidal,peakID_4,peak 4,3519.5387720000003
G737_sub_peakid.csv,G737,subtidal,peakID_4,interval 3,3619.541483
G737_sub_peakid.csv,G737,subtidal,peakID_4,peak 3,5372.020367
G737_sub_peakid.csv,G737,subtidal,peakID_4,interval 2,5472.3586190000005
G737_sub_peakid.csv,G737,subtidal,peakID_4,peak 2,6538.593734
G737_sub_peakid.csv,G737,subtidal,peakID_4,interval 1,6642.250549
G737_sub_peakid.csv,G737,subtidal,peakID_4,peak 1,8338.871457
G737_sub_peakid.csv,G737,subtidal,peakID_4,interval 0,8438.857691000001
G753_sub_peakid.csv,G753,subtidal,peakID_1,interval 7,0.437407
G753_sub_peakid.csv,G753,subtidal,peakID_1,peak 7,101.041099
G753_sub_peakid.csv,G753,subtidal,peakID_1,peak 6,344.67699400000004
G753_sub_peakid.csv,G753,subtidal,peakID_1,interval 5,811.410198
G753_sub_peakid.csv,G753,subtidal,peakID_1,peak 5,989.707301
G753_sub_peakid.csv,G753,subtidal,peakID_1,interval 4,1946.325245
G753_sub_peakid.csv,G753,subtidal,peakID_1,peak 4,3328.137291
G753_sub_peakid.csv,G753,subtidal,peakID_1,interval 3,3605.589679
G753_sub_peakid.csv,G753,subtidal,peakID_1,peak 3,6625.619527
G753_sub_peakid.csv,G753,subtidal,peakID_1,interval 2,6815.123024
G753_sub_peakid.csv,G753,subtidal,peakID_1,peak 2,8410.75446
G753_sub_peakid.csv,G753,subtidal,peakID_1,interval 1,8613.152817
G753_sub_peakid.csv,G753,subtidal,peakID_1,peak 1,12861.65045
G753_sub_peakid.csv,G753,subtidal,peakID_1,interval 0,13861.68739
G753_sub_peakid.csv,G753,subtidal,peakID_2,interval 7,0.437407
G753_sub_peakid.csv,G753,subtidal,peakID_2,peak 7,101.041099
G753_sub_peakid.csv,G753,subtidal,peakID_2,interval 6,344.67699400000004
G753_sub_peakid.csv,G753,subtidal,peakID_2,peak 6,989.707301
G753_sub_peakid.csv,G753,subtidal,peakID_2,interval 5,1946.325245
G753_sub_peakid.csv,G753,subtidal,peakID_2,peak 5,3328.137291
G753_sub_peakid.csv,G753,subtidal,peakID_2,interval 4,3605.589679
G753_sub_peakid.csv,G753,subtidal,peakID_2,peak 4,6625.619527
G753_sub_peakid.csv,G753,subtidal,peakID_2,interval 3,6815.123024
G753_sub_peakid.csv,G753,subtidal,peakID_2,peak 3,8410.75446
G753_sub_peakid.csv,G753,subtidal,peakID_2,peak 2,8613.152817
G753_sub_peakid.csv,G753,subtidal,peakID_2,interval 1,8619.285232
G753_sub_peakid.csv,G753,subtidal,peakID_2,peak 1,12861.65045
G753_sub_peakid.csv,G753,subtidal,peakID_2,interval 0,13861.68739
G753_sub_peakid.csv,G753,subtidal,peakID_3,interval 7,0.437407
G753_sub_peakid.csv,G753,subtidal,peakID_3,peak 7,101.041099
G753_sub_peakid.csv,G753,subtidal,peakID_3,peak 6,344.67699400000004
G753_sub_peakid.csv,G753,subtidal,peakID_3,interval 5,811.410198
G753_sub_peakid.csv,G753,subtidal,peakID_3,peak 5,989.707301
G753_sub_peakid.csv,G753,subtidal,peakID_3,interval 4,1946.325245
G753_sub_peakid.csv,G753,subtidal,peakID_3,peak 4,3335.576866
G753_sub_peakid.csv,G753,subtidal,peakID_3,interval 3,3616.530231
G753_sub_peakid.csv,G753,subtidal,peakID_3,peak 3,6625.619527
G753_sub_peakid.csv,G753,subtidal,peakID_3,interval 2,6815.123024
G753_sub_peakid.csv,G753,subtidal,peakID_3,peak 2,8410.75446
G753_sub_peakid.csv,G753,subtidal,peakID_3,peak 1,8613.152817
G753_sub_peakid.csv,G753,subtidal,peakID_3,interval 0,8619.285232
G753_sub_peakid.csv,G753,subtidal,peakID_4,interval 7,0.437407
G753_sub_peakid.csv,G753,subtidal,peakID_4,peak 7,294.375149
G753_sub_peakid.csv,G753,subtidal,peakID_4,interval 6,811.410198
G753_sub_peakid.csv,G753,subtidal,peakID_4,peak 6,989.707301
G753_sub_peakid.csv,G753,subtidal,peakID_4,interval 5,1946.325245
G753_sub_peakid.csv,G753,subtidal,peakID_4,peak 5,3328.137291
G753_sub_peakid.csv,G753,subtidal,peakID_4,interval 4,3605.589679
G753_sub_peakid.csv,G753,subtidal,peakID_4,peak 4,6625.619527
G753_sub_peakid.csv,G753,subtidal,peakID_4,interval 3,6815.123024
G753_sub_peakid.csv,G753,subtidal,peakID_4,peak 3,8410.75446
G753_sub_peakid.csv,G753,subtidal,peakID_4,peak 2,8613.152817
G753_sub_peakid.csv,G753,subtidal,peakID_4,interval 1,8619.285232
G753_sub_peakid.csv,G753,subtidal,peakID_4,peak 1,12861.65045
G753_sub_peakid.csv,G753,subtidal,peakID_4,interval 0,13861.68739
G767_sub_peakid.csv,G767,subtidal,peakID_1,interval 7,0.442323
G767_sub_peakid.csv,G767,subtidal,peakID_1,peak 7,348.10843800000004
G767_sub_peakid.csv,G767,subtidal,peakID_1,interval 6,448.073505
G767_sub_peakid.csv,G767,subtidal,peakID_1,peak 6,1114.617723
G767_sub_peakid.csv,G767,subtidal,peakID_1,interval 5,1231.500266
G767_sub_peakid.csv,G767,subtidal,peakID_1,peak 5,2516.298173
G767_sub_peakid.csv,G767,subtidal,peakID_1,peak 4,2724.6629310000003
G767_sub_peakid.csv,G767,subtidal,peakID_1,interval 3,2856.3937570000003
G767_sub_peakid.csv,G767,subtidal,peakID_1,peak 3,4355.247517
G767_sub_peakid.csv,G767,subtidal,peakID_1,interval 2,4562.262997999999
G767_sub_peakid.csv,G767,subtidal,peakID_1,peak 2,6168.309005
G767_sub_peakid.csv,G767,subtidal,peakID_1,interval 1,6307.213259
G767_sub_peakid.csv,G767,subtidal,peakID_1,peak 1,9076.435488
G767_sub_peakid.csv,G767,subtidal,peakID_1,interval 0,10076.06767
G767_sub_peakid.csv,G767,subtidal,peakID_2,interval 7,0.442323
G767_sub_peakid.csv,G767,subtidal,peakID_2,peak 7,348.10843800000004
G767_sub_peakid.csv,G767,subtidal,peakID_2,interval 6,448.073505
G767_sub_peakid.csv,G767,subtidal,peakID_2,peak 6,1114.617723
G767_sub_peakid.csv,G767,subtidal,peakID_2,interval 5,1231.500266
G767_sub_peakid.csv,G767,subtidal,peakID_2,peak 5,2516.298173
G767_sub_peakid.csv,G767,subtidal,peakID_2,peak 4,2724.6629310000003
G767_sub_peakid.csv,G767,subtidal,peakID_2,interval 3,2856.3937570000003
G767_sub_peakid.csv,G767,subtidal,peakID_2,peak 3,4355.247517
G767_sub_peakid.csv,G767,subtidal,peakID_2,interval 2,4562.262997999999
G767_sub_peakid.csv,G767,subtidal,peakID_2,peak 2,6168.309005
G767_sub_peakid.csv,G767,subtidal,peakID_2,interval 1,6307.213259
G767_sub_peakid.csv,G767,subtidal,peakID_2,peak 1,9076.435488
G767_sub_peakid.csv,G767,subtidal,peakID_2,interval 0,10076.06767
G767_sub_peakid.csv,G767,subtidal,peakID_3,interval 7,0.442323
G767_sub_peakid.csv,G767,subtidal,peakID_3,peak 7,348.10843800000004
G767_sub_peakid.csv,G767,subtidal,peakID_3,interval 6,448.073505
G767_sub_peakid.csv,G767,subtidal,peakID_3,peak 6,1114.617723
G767_sub_peakid.csv,G767,subtidal,peakID_3,interval 5,1231.500266
G767_sub_peakid.csv,G767,subtidal,peakID_3,peak 5,2516.298173
G767_sub_peakid.csv,G767,subtidal,peakID_3,peak 4,2724.6629310000003
G767_sub_peakid.csv,G767,subtidal,peakID_3,interval 3,2856.3937570000003
G767_sub_peakid.csv,G767,subtidal,peakID_3,peak 3,4577.143603
G767_sub_peakid.csv,G767,subtidal,peakID_3,interval 2,5577.019139
G767_sub_peakid.csv,G767,subtidal,peakID_3,peak 2,5862.029439
G767_sub_peakid.csv,G767,subtidal,peakID_3,interval 1,6817.145345
G767_sub_peakid.csv,G767,subtidal,peakID_3,peak 1,7244.807076999999
G767_sub_peakid.csv,G767,subtidal,peakID_3,interval 0,8244.791684000002
G767_sub_peakid.csv,G767,subtidal,peakID_4,interval 7,0.442323
G767_sub_peakid.csv,G767,subtidal,peakID_4,peak 7,348.10843800000004
G767_sub_peakid.csv,G767,subtidal,peakID_4,interval 6,448.073505
G767_sub_peakid.csv,G767,subtidal,peakID_4,peak 6,1114.617723
G767_sub_peakid.csv,G767,subtidal,peakID_4,interval 5,1231.500266
G767_sub_peakid.csv,G767,subtidal,peakID_4,peak 5,2516.298173
G767_sub_peakid.csv,G767,subtidal,peakID_4,peak 4,2724.6629310000003
G767_sub_peakid.csv,G767,subtidal,peakID_4,interval 3,2856.3937570000003
G767_sub_peakid.csv,G767,subtidal,peakID_4,peak 3,4355.247517
G767_sub_peakid.csv,G767,subtidal,peakID_4,interval 2,4562.262997999999
G767_sub_peakid.csv,G767,subtidal,peakID_4,peak 2,6168.309005
G767_sub_peakid.csv,G767,subtidal,peakID_4,interval 1,6307.213259
G767_sub_peakid.csv,G767,subtidal,peakID_4,peak 1,9076.435488
G767_sub_peakid.csv,G767,subtidal,peakID_4,interval 0,10076.06767
G770_sub_peakid.csv,G770,subtidal,peakID_1,interval 7,0.0
G770_sub_peakid.csv,G770,subtidal,peakID_1,peak 7,75.015176
G770_sub_peakid.csv,G770,subtidal,peakID_1,interval 6,298.34607
G770_sub_peakid.csv,G770,subtidal,peakID_1,peak 6,1227.307523
G770_sub_peakid.csv,G770,subtidal,peakID_1,interval 5,1366.301409
G770_sub_peakid.csv,G770,subtidal,peakID_1,peak 5,1637.382653
G770_sub_peakid.csv,G770,subtidal,peakID_1,interval 4,2637.175831
G770_sub_peakid.csv,G770,subtidal,peakID_1,peak 4,3287.700716
G770_sub_peakid.csv,G770,subtidal,peakID_1,interval 3,4287.707883
G770_sub_peakid.csv,G770,subtidal,peakID_1,peak 3,5195.162614
G770_sub_peakid.csv,G770,subtidal,peakID_1,interval 2,5334.771034
G770_sub_peakid.csv,G770,subtidal,peakID_1,peak 2,6703.030869
G770_sub_peakid.csv,G770,subtidal,peakID_1,interval 1,6894.742466000001
G770_sub_peakid.csv,G770,subtidal,peakID_1,peak 1,10348.195479999998
G770_sub_peakid.csv,G770,subtidal,peakID_1,interval 0,10686.64608
G770_sub_peakid.csv,G770,subtidal,peakID_2,interval 7,0.0
G770_sub_peakid.csv,G770,subtidal,peakID_2,peak 7,75.015176
G770_sub_peakid.csv,G770,subtidal,peakID_2,interval 6,298.34607
G770_sub_peakid.csv,G770,subtidal,peakID_2,peak 6,3650.285598
G770_sub_peakid.csv,G770,subtidal,peakID_2,peak 5,3897.273529
G770_sub_peakid.csv,G770,subtidal,peakID_2,interval 3,4287.707883
G770_sub_peakid.csv,G770,subtidal,peakID_2,peak 3,5195.162614
G770_sub_peakid.csv,G770,subtidal,peakID_2,interval 2,5334.771034
G770_sub_peakid.csv,G770,subtidal,peakID_2,peak 2,6703.030869
G770_sub_peakid.csv,G770,subtidal,peakID_2,interval 1,6894.742466000001
G770_sub_peakid.csv,G770,subtidal,peakID_2,peak 1,10348.195479999998
G770_sub_peakid.csv,G770,subtidal,peakID_2,interval 0,10686.64608
G770_sub_peakid.csv,G770,subtidal,peakID_3,interval 7,0.0
G770_sub_peakid.csv,G770,subtidal,peakID_3,peak 7,332.210063
G770_sub_peakid.csv,G770,subtidal,peakID_3,interval 6,432.198412
G770_sub_peakid.csv,G770,subtidal,peakID_3,peak 6,1637.382653
G770_sub_peakid.csv,G770,subtidal,peakID_3,interval 5,2637.175831
G770_sub_peakid.csv,G770,subtidal,peakID_3,peak 5,3287.700716
G770_sub_peakid.csv,G770,subtidal,peakID_3,interval 3,4287.707883
G770_sub_peakid.csv,G770,subtidal,peakID_3,peak 3,4417.405828999999
G770_sub_peakid.csv,G770,subtidal,peakID_3,interval 2,5005.5709320000005
G770_sub_peakid.csv,G770,subtidal,peakID_3,peak 2,5195.162614
G770_sub_peakid.csv,G770,subtidal,peakID_3,interval 1,5334.771034
G770_sub_peakid.csv,G770,subtidal,peakID_3,peak 1,6648.7051
G770_sub_peakid.csv,G770,subtidal,peakID_3,interval 0,6748.9031700000005
G770_sub_peakid.csv,G770,subtidal,peakID_4,interval 7,0.0
G770_sub_peakid.csv,G770,subtidal,peakID_4,peak 7,1637.382653
G770_sub_peakid.csv,G770,subtidal,peakID_4,interval 6,2637.175831
G770_sub_peakid.csv,G770,subtidal,peakID_4,peak 6,3287.700716
G770_sub_peakid.csv,G770,subtidal,peakID_4,interval 4,4287.707883
G770_sub_peakid.csv,G770,subtidal,peakID_4,peak 4,4417.405828999999
G770_sub_peakid.csv,G770,subtidal,peakID_4,interval 3,5005.5709320000005
G770_sub_peakid.csv,G770,subtidal,peakID_4,peak 3,5195.162614
G770_sub_peakid.csv,G770,subtidal,peakID_4,interval 2,5334.771034
G770_sub_peakid.csv,G770,subtidal,peakID_4,peak 2,6392.194155
G770_sub_peakid.csv,G770,subtidal,peakID_4,interval 1,7392.387696
G770_sub_peakid.csv,G770,subtidal,peakID_4,peak 1,10348.195479999998
G770_sub_peakid.csv,G770,subtidal,peakID_4,interval 0,10686.64608
G779_int_peakid.csv,G779,intertidal,peakID_1,interval 7,0.4432689999999999
G779_int_peakid.csv,G779,intertidal,peakID_1,peak 7,1590.062985
G779_int_peakid.csv,G779,intertidal,peakID_1,interval 6,2037.150784
G779_int_peakid.csv,G779,intertidal,peakID_1,peak 6,2282.260114
G779_int_peakid.csv,G779,intertidal,peakID_1,interval 5,2382.196829
G779_int_peakid.csv,G779,intertidal,peakID_1,peak 5,3416.757734
G779_int_peakid.csv,G779,intertidal,peakID_1,interval 3,4416.576294
G779_int_peakid.csv,G779,intertidal,peakID_1,peak 3,8717.911795999999
G779_int_peakid.csv,G779,intertidal,peakID_1,interval 2,9374.713003
G779_int_peakid.csv,G779,intertidal,peakID_1,peak 2,12232.89412
G779_int_peakid.csv,G779,intertidal,peakID_1,interval 1,12332.83383
G779_int_peakid.csv,G779,intertidal,peakID_1,peak 1,15326.5271
G779_int_peakid.csv,G779,intertidal,peakID_1,interval 0,16149.333599999998
G779_int_peakid.csv,G779,intertidal,peakID_2,interval 7,0.4432689999999999
G779_int_peakid.csv,G779,intertidal,peakID_2,peak 7,104.611412
G779_int_peakid.csv,G779,intertidal,peakID_2,interval 6,204.790136
G779_int_peakid.csv,G779,intertidal,peakID_2,peak 6,1590.062985
G779_int_peakid.csv,G779,intertidal,peakID_2,interval 5,2037.150784
G779_int_peakid.csv,G779,intertidal,peakID_2,peak 5,3416.757734
G779_int_peakid.csv,G779,intertidal,peakID_2,interval 3,4416.576294
G779_int_peakid.csv,G779,intertidal,peakID_2,peak 3,6782.130135
G779_int_peakid.csv,G779,intertidal,peakID_2,interval 2,7012.528058
G779_int_peakid.csv,G779,intertidal,peakID_2,peak 2,8717.911795999999
G779_int_peakid.csv,G779,intertidal,peakID_2,interval 1,9374.713003
G779_int_peakid.csv,G779,intertidal,peakID_2,peak 1,10709.7053
G779_int_peakid.csv,G779,intertidal,peakID_2,interval 0,11709.60888
G779_int_peakid.csv,G779,intertidal,peakID_3,interval 7,0.4432689999999999
G779_int_peakid.csv,G779,intertidal,peakID_3,peak 7,104.611412
G779_int_peakid.csv,G779,intertidal,peakID_3,interval 6,204.790136
G779_int_peakid.csv,G779,intertidal,peakID_3,peak 6,1545.86115
G779_int_peakid.csv,G779,intertidal,peakID_3,interval 5,1645.851709
G779_int_peakid.csv,G779,intertidal,peakID_3,peak 5,2282.260114
G779_int_peakid.csv,G779,intertidal,peakID_3,interval 4,2382.196829
G779_int_peakid.csv,G779,intertidal,peakID_3,peak 4,3416.757734
G779_int_peakid.csv,G779,intertidal,peakID_3,interval 2,4416.576294
G779_int_peakid.csv,G779,intertidal,peakID_3,peak 2,6782.130135
G779_int_peakid.csv,G779,intertidal,peakID_3,interval 1,7012.528058
G779_int_peakid.csv,G779,intertidal,peakID_3,peak 1,8717.911795999999
G779_int_peakid.csv,G779,intertidal,peakID_3,interval 0,9374.713003
G779_int_peakid.csv,G779,intertidal,peakID_4,interval 7,0.4432689999999999
G779_int_peakid.csv,G779,intertidal,peakID_4,peak 7,1545.86115
G779_int_peakid.csv,G779,intertidal,peakID_4,interval 6,1645.851709
G779_int_peakid.csv,G779,intertidal,peakID_4,peak 6,2282.260114
G779_int_peakid.csv,G779,intertidal,peakID_4,interval 5,2382.196829
G779_int_peakid.csv,G779,intertidal,peakID_4,peak 5,3416.757734
G779_int_peakid.csv,G779,intertidal,peakID_4,interval 3,4416.576294
G779_int_peakid.csv,G779,intertidal,peakID_4,peak 3,7564.5324
G779_int_peakid.csv,G779,intertidal,peakID_4,interval 2,7664.92357
G779_int_peakid.csv,G779,intertidal,peakID_4,peak 2,8717.911795999999
G779_int_peakid.csv,G779,intertidal,peakID_4,interval 1,9374.713003
G779_int_peakid.csv,G779,intertidal,peakID_4,peak 1,12232.89412
G779_int_peakid.csv,G779,intertidal,peakID_4,interval 0,12332.83383
G781_sub_peakid.csv,G781,subtidal,peakID_1,interval 7,0.0
G781_sub_peakid.csv,G781,subtidal,peakID_1,peak 7,926.192354
G781_sub_peakid.csv,G781,subtidal,peakID_1,interval 6,1026.407968
G781_sub_peakid.csv,G781,subtidal,peakID_1,peak 6,3634.596114
G781_sub_peakid.csv,G781,subtidal,peakID_1,interval 5,3870.423068
G781_sub_peakid.csv,G781,subtidal,peakID_1,peak 5,3893.534966
G781_sub_peakid.csv,G781,subtidal,peakID_1,interval 4,4893.739021
G781_sub_peakid.csv,G781,subtidal,peakID_1,peak 4,6247.5287960000005
G781_sub_peakid.csv,G781,subtidal,peakID_1,interval 2,6429.00242
G781_sub_peakid.csv,G781,subtidal,peakID_1,peak 2,8229.543005
G781_sub_peakid.csv,G781,subtidal,peakID_1,interval 1,8754.787427
G781_sub_peakid.csv,G781,subtidal,peakID_1,peak 1,13595.14515
G781_sub_peakid.csv,G781,subtidal,peakID_1,interval 0,13708.4331
G781_sub_peakid.csv,G781,subtidal,peakID_2,interval 7,0.0
G781_sub_peakid.csv,G781,subtidal,peakID_2,peak 7,926.192354
G781_sub_peakid.csv,G781,subtidal,peakID_2,interval 6,1026.407968
G781_sub_peakid.csv,G781,subtidal,peakID_2,peak 6,1839.204468
G781_sub_peakid.csv,G781,subtidal,peakID_2,interval 5,1939.161392
G781_sub_peakid.csv,G781,subtidal,peakID_2,peak 5,3893.534966
G781_sub_peakid.csv,G781,subtidal,peakID_2,interval 4,4893.739021
G781_sub_peakid.csv,G781,subtidal,peakID_2,peak 4,6247.5287960000005
G781_sub_peakid.csv,G781,subtidal,peakID_2,interval 2,6429.00242
G781_sub_peakid.csv,G781,subtidal,peakID_2,peak 2,8497.34406
G781_sub_peakid.csv,G781,subtidal,peakID_2,interval 1,8654.864493
G781_sub_peakid.csv,G781,subtidal,peakID_2,peak 1,13595.14515
G781_sub_peakid.csv,G781,subtidal,peakID_2,interval 0,13708.4331
G781_sub_peakid.csv,G781,subtidal,peakID_3,interval 7,0.0
G781_sub_peakid.csv,G781,subtidal,peakID_3,peak 7,926.192354
G781_sub_peakid.csv,G781,subtidal,peakID_3,interval 6,1026.407968
G781_sub_peakid.csv,G781,subtidal,peakID_3,peak 6,1839.204468
G781_sub_peakid.csv,G781,subtidal,peakID_3,interval 5,1939.161392
G781_sub_peakid.csv,G781,subtidal,peakID_3,peak 5,3634.596114
G781_sub_peakid.csv,G781,subtidal,peakID_3,interval 4,3870.423068
G781_sub_peakid.csv,G781,subtidal,peakID_3,peak 4,3893.534966
G781_sub_peakid.csv,G781,subtidal,peakID_3,interval 3,4893.739021
G781_sub_peakid.csv,G781,subtidal,peakID_3,peak 3,6247.5287960000005
G781_sub_peakid.csv,G781,subtidal,peakID_3,interval 1,6429.00242
G781_sub_peakid.csv,G781,subtidal,peakID_3,peak 1,8229.543005
G781_sub_peakid.csv,G781,subtidal,peakID_3,interval 0,8754.787427
G781_sub_peakid.csv,G781,subtidal,peakID_4,interval 7,0.0
G781_sub_peakid.csv,G781,subtidal,peakID_4,peak 7,926.192354
G781_sub_peakid.csv,G781,subtidal,peakID_4,interval 6,1026.407968
G781_sub_peakid.csv,G781,subtidal,peakID_4,peak 6,3634.596114
G781_sub_peakid.csv,G781,subtidal,peakID_4,interval 5,3870.423068
G781_sub_peakid.csv,G781,subtidal,peakID_4,peak 5,3893.534966
G781_sub_peakid.csv,G781,subtidal,peakID_4,interval 4,4893.739021
G781_sub_peakid.csv,G781,subtidal,peakID_4,peak 4,6247.5287960000005
G781_sub_peakid.csv,G781,subtidal,peakID_4,interval 2,6429.00242
G781_sub_peakid.csv,G781,subtidal,peakID_4,peak 2,8229.543005
G781_sub_peakid.csv,G781,subtidal,peakID_4,interval 1,8754.787427
G781_sub_peakid.csv,G781,subtidal,peakID_4,peak 1,9453.829603
G781_sub_peakid.csv,G781,subtidal,peakID_4,interval 0,10141.32915
